tile_id	chrom	start	tss_count	gc	n_frac	cpg_n
chr1:52000000-52500000	chr1	52000000	3	0.415084	0	3
chr1:52500000-53000000	chr1	52500000	7	0.41282	0	5
chr1:53000000-53500000	chr1	53000000	8	0.399246	0	3
chr1:53500000-54000000	chr1	53500000	3	0.401514	0	2
chr1:54000000-54500000	chr1	54000000	3	0.408476	0	3
chr1:54500000-55000000	chr1	54500000	3	0.41838	0	2
chr1:55000000-55500000	chr1	55000000	10	0.415348	0	8
chr1:55500000-56000000	chr1	55500000	1	0.411014	0	0
chr1:56000000-56500000	chr1	56000000	1	0.383308	0	0
chr1:56500000-57000000	chr1	56500000	1	0.396764	0	0
chr1:57000000-57500000	chr1	57000000	8	0.416552	0	6
chr1:57500000-58000000	chr1	57500000	1	0.424296	0	1
chr1:58000000-58500000	chr1	58000000	8	0.436964	0	4
chr1:58500000-59000000	chr1	58500000	9	0.422844	0	6
chr1:59000000-59500000	chr1	59000000	8	0.429838	0	3
chr1:59500000-60000000	chr1	59500000	8	0.421932	0	5
chr1:60000000-60500000	chr1	60000000	6	0.396574	0	5
chr1:60500000-61000000	chr1	60500000	3	0.409172	0	1
chr1:61000000-61500000	chr1	61000000	2	0.412078	0	0
chr1:61500000-62000000	chr1	61500000	1	0.394406	0	1
chr1:62000000-62500000	chr1	62000000	1	0.391434	0	0
chr1:62500000-63000000	chr1	62500000	2	0.435204	0	2
chr1:63000000-63500000	chr1	63000000	8	0.42207	0	6
chr1:63500000-64000000	chr1	63500000	5	0.412716	0	0
chr1:64000000-64500000	chr1	64000000	3	0.42457	0	1
chr1:64500000-65000000	chr1	64500000	5	0.423012	0	4
chr1:65000000-65500000	chr1	65000000	12	0.411714	0	4
chr1:65500000-66000000	chr1	65500000	1	0.38522	0	0
chr1:66000000-66500000	chr1	66000000	1	0.385228	0	1
chr1:66500000-67000000	chr1	66500000	5	0.393092	0	5
chr1:67000000-67500000	chr1	67000000	2	0.39332	0	1
chr1:67500000-68000000	chr1	67500000	0	0.3822	0	0
chr1:68000000-68500000	chr1	68000000	0	0.365576	0	0
chr1:68500000-69000000	chr1	68500000	0	0.358884	0	0
chr1:69000000-69500000	chr1	69000000	1	0.383164	0	3
chr1:69500000-70000000	chr1	69500000	2	0.391192	0	1
chr1:70000000-70500000	chr1	70000000	0	0.378092	0	0
chr1:70500000-71000000	chr1	70500000	1	0.384254	0	0
chr1:71000000-71500000	chr1	71000000	2	0.397616	0	1
chr1:71500000-72000000	chr1	71500000	4	0.420982	0	2
chr1:72000000-72500000	chr1	72000000	8	0.44051	0	5
chr1:72500000-73000000	chr1	72500000	6	0.446632	0	7
chr1:73000000-73500000	chr1	73000000	6	0.42877	0	0
chr1:73500000-74000000	chr1	73500000	2	0.438724	0	1
chr1:74000000-74500000	chr1	74000000	16	0.48687	0	9
chr1:74500000-75000000	chr1	74500000	19	0.459888	0	20
chr1:75000000-75500000	chr1	75000000	23	0.487475	0.032	23
chr1:75500000-76000000	chr1	75500000	4	0.445302	0	4
chr1:76000000-76500000	chr1	76000000	1	0.409086	0	0
chr1:76500000-77000000	chr1	76500000	1	0.39527	0	0
chr1:77000000-77500000	chr1	77000000	1	0.41482	0	0
chr1:77500000-78000000	chr1	77500000	1	0.408836	0	1
chr1:78000000-78500000	chr1	78000000	5	0.428104	0	7
chr1:78500000-79000000	chr1	78500000	4	0.424804	0.003926	2
chr1:79000000-79500000	chr1	79000000	2	0.396194	0	0
chr1:79500000-80000000	chr1	79500000	4	0.42771	0	4
chr1:80000000-80500000	chr1	80000000	3	0.404118	0	0
chr1:80500000-81000000	chr1	80500000	1	0.392814	0	1
chr1:81000000-81500000	chr1	81000000	1	0.381956	0	0
chr1:81500000-82000000	chr1	81500000	0	0.388258	0	0
chr1:82000000-82500000	chr1	82000000	3	0.418506	0	3
chr1:82500000-83000000	chr1	82500000	6	0.423154	0	2
chr1:83000000-83500000	chr1	83000000	5	0.404908	0	0
chr1:83500000-84000000	chr1	83500000	0	0.395588	0	0
chr1:84000000-84500000	chr1	84000000	2	0.413498	0	1
chr1:84500000-85000000	chr1	84500000	5	0.426438	0	3
chr1:85000000-85500000	chr1	85000000	7	0.438669	0.312644	0
chr1:85500000-86000000	chr1	85500000	0	nan	1	0
chr1:86000000-86500000	chr1	86000000	0	nan	1	0
chr1:86500000-87000000	chr1	86500000	0	nan	1	0
chr1:87000000-87500000	chr1	87000000	2	nan	0.687356	0
chr1:87500000-88000000	chr1	87500000	12	0.448348	0	5
chr1:88000000-88500000	chr1	88000000	14	0.464702	0	10
chr1:88500000-89000000	chr1	88500000	4	0.43467	0	3
chr1:89000000-89500000	chr1	89000000	12	0.458668	0	8
chr1:89500000-90000000	chr1	89500000	13	0.447824	0	3
chr1:90000000-90500000	chr1	90000000	14	0.451858	0	2
chr1:90500000-91000000	chr1	90500000	4	0.456366	0	2
chr1:91000000-91500000	chr1	91000000	2	0.476142	0	2
chr1:91500000-92000000	chr1	91500000	3	0.47844	0	7
chr1:92000000-92500000	chr1	92000000	3	0.469404	0	1
chr1:92500000-93000000	chr1	92500000	5	0.471588	0	2
chr1:93000000-93500000	chr1	93000000	13	0.478172	0	10
chr1:93500000-94000000	chr1	93500000	1	0.472974	0	1
chr1:94000000-94500000	chr1	94000000	9	0.463208	0	2
chr1:94500000-95000000	chr1	94500000	17	0.497022	0	9
chr1:95000000-95500000	chr1	95000000	15	0.46545	0	8
chr1:95500000-96000000	chr1	95500000	13	0.457648	0	7
chr1:96000000-96500000	chr1	96000000	0	0.387078	0	0
chr1:96500000-97000000	chr1	96500000	1	0.366684	0	0
chr1:97000000-97500000	chr1	97000000	1	0.371796	0	1
chr1:97500000-98000000	chr1	97500000	4	0.368376	0	1
chr1:98000000-98500000	chr1	98000000	0	0.367558	0	0
chr1:98500000-99000000	chr1	98500000	4	0.381248	0	1
chr1:99000000-99500000	chr1	99000000	1	0.383044	0	0
chr1:99500000-100000000	chr1	99500000	5	0.397988	0	4
chr1:100000000-100500000	chr1	100000000	4	0.38961	0	0
chr1:100500000-101000000	chr1	100500000	0	0.38098	0	0
chr1:101000000-101500000	chr1	101000000	0	0.37363	0	0
chr1:101500000-102000000	chr1	101500000	1	0.381004	0	0
chr1:102000000-102500000	chr1	102000000	0	0.381524	0	0
chr1:102500000-103000000	chr1	102500000	0	0.38786	0	0
chr1:103000000-103500000	chr1	103000000	1	0.377416	0	0
chr1:103500000-104000000	chr1	103500000	0	0.378664	0	0
chr1:104000000-104500000	chr1	104000000	0	0.383986	0	0
chr1:104500000-105000000	chr1	104500000	0	0.378826	0	0
chr1:105000000-105500000	chr1	105000000	0	0.386	0	0
chr1:105500000-106000000	chr1	105500000	0	0.36612	0	0
chr1:106000000-106500000	chr1	106000000	0	0.376692	0	0
chr1:106500000-107000000	chr1	106500000	1	0.395122	0	2
chr1:107000000-107500000	chr1	107000000	3	0.41436	0	1
chr1:107500000-108000000	chr1	107500000	5	0.416656	0	3
chr1:108000000-108500000	chr1	108000000	3	0.420534	0	1
chr1:108500000-109000000	chr1	108500000	8	0.409358	0	4
chr1:109000000-109500000	chr1	109000000	7	0.390034	0	0
chr1:109500000-110000000	chr1	109500000	1	0.3867	0	0
chr1:110000000-110500000	chr1	110000000	0	0.370388	0	0
chr1:110500000-111000000	chr1	110500000	0	0.363186	0	0
chr1:111000000-111500000	chr1	111000000	0	0.364642	0	0
chr1:111500000-112000000	chr1	111500000	1	0.362294	0	1
chr1:112000000-112500000	chr1	112000000	0	0.36424	0	0
chr1:112500000-113000000	chr1	112500000	1	0.358216	0	0
chr1:113000000-113500000	chr1	113000000	0	0.363746	0	0
chr1:113500000-114000000	chr1	113500000	1	0.373574	0	1
chr1:114000000-114500000	chr1	114000000	1	0.378374	0	1
chr1:114500000-115000000	chr1	114500000	0	0.380916	0	0
chr1:115000000-115500000	chr1	115000000	0	0.390294	0	0
chr1:115500000-116000000	chr1	115500000	0	0.392566	0	0
chr1:116000000-116500000	chr1	116000000	0	0.381698	0	0
chr1:116500000-117000000	chr1	116500000	0	0.376076	0	0
chr1:117000000-117500000	chr1	117000000	0	0.375242	0	0
chr1:117500000-118000000	chr1	117500000	1	0.384562	0	0
chr1:118000000-118500000	chr1	118000000	0	0.388912	0	0
chr1:118500000-119000000	chr1	118500000	0	0.380564	0	0
chr1:119000000-119500000	chr1	119000000	0	0.388568	0	0
chr1:119500000-120000000	chr1	119500000	1	0.392672	0	0
chr1:120000000-120500000	chr1	120000000	5	0.430414	0	5
chr1:120500000-121000000	chr1	120500000	3	0.483556	0	3
chr1:121000000-121500000	chr1	121000000	4	0.474242	0	4
chr1:121500000-122000000	chr1	121500000	6	0.42461	0	4
chr1:122000000-122500000	chr1	122000000	6	0.469962	0	4
chr1:122500000-123000000	chr1	122500000	1	0.436632	0	1
chr1:123000000-123500000	chr1	123000000	4	0.444348	0	5
chr1:123500000-124000000	chr1	123500000	0	0.410896	0	0
chr1:124000000-124500000	chr1	124000000	1	0.393448	0	0
chr1:124500000-125000000	chr1	124500000	0	0.385628	0	0
chr1:125000000-125500000	chr1	125000000	0	0.379106	0	0
chr1:125500000-126000000	chr1	125500000	1	0.380996	0	1
chr1:126000000-126500000	chr1	126000000	0	0.382668	0	0
chr1:126500000-127000000	chr1	126500000	0	0.39862	0	0
chr1:127000000-127500000	chr1	127000000	2	0.426388	0	2
chr1:127500000-128000000	chr1	127500000	2	0.433716	0	1
chr1:128000000-128500000	chr1	128000000	0	0.420844	0	1
chr1:128500000-129000000	chr1	128500000	1	0.429496	0	0
chr1:129000000-129500000	chr1	129000000	1	0.454872	0	1
chr1:129500000-130000000	chr1	129500000	9	0.426382	0	5
chr1:130000000-130500000	chr1	130000000	6	0.418248	0	4
chr1:130500000-131000000	chr1	130500000	0	0.433528	0	0
chr1:131000000-131500000	chr1	131000000	1	0.3991	0	1
chr1:131500000-132000000	chr1	131500000	0	0.386194	0	0
chr1:132000000-132500000	chr1	132000000	3	0.403174	0	0
chr1:132500000-133000000	chr1	132500000	16	0.441882	0	4
chr1:133000000-133500000	chr1	133000000	7	0.440956	0	5
chr1:133500000-134000000	chr1	133500000	11	0.462062	0	6
chr1:134000000-134500000	chr1	134000000	11	0.482454	0	9
chr1:134500000-135000000	chr1	134500000	5	0.477136	0	3
chr1:135000000-135500000	chr1	135000000	9	0.478772	0	5
chr1:135500000-136000000	chr1	135500000	11	0.472862	0	4
chr1:136000000-136500000	chr1	136000000	15	0.466046	0	13
chr1:136500000-137000000	chr1	136500000	4	0.460834	0	6
chr1:137000000-137500000	chr1	137000000	14	0.480174	0	8
chr1:137500000-138000000	chr1	137500000	10	0.489936	0	6
chr1:138000000-138500000	chr1	138000000	9	0.456722	0	8
chr1:138500000-139000000	chr1	138500000	4	0.441816	0	4
chr1:139000000-139500000	chr1	139000000	0	0.405316	0	0
chr1:139500000-140000000	chr1	139500000	2	0.386096	0	0
chr1:140000000-140500000	chr1	140000000	2	0.396614	0	0
chr1:140500000-141000000	chr1	140500000	7	0.404766	0	6
chr1:141000000-141500000	chr1	141000000	7	0.389962	0	2
chr1:141500000-142000000	chr1	141500000	3	0.37671	0	0
chr1:142000000-142500000	chr1	142000000	2	0.36277	0	0
chr1:142500000-143000000	chr1	142500000	1	0.37506	0	0
chr1:143000000-143500000	chr1	143000000	0	0.366394	0	0
chr1:143500000-144000000	chr1	143500000	0	0.359368	0	0
chr1:144000000-144500000	chr1	144000000	0	0.362356	0	0
chr1:144500000-145000000	chr1	144500000	0	0.370326	0	0
chr1:145000000-145500000	chr1	145000000	2	0.389693	0.000572	0
chr1:145500000-146000000	chr1	145500000	5	0.398028	0	4
chr1:146000000-146500000	chr1	146000000	3	0.378152	0	0
chr1:146500000-147000000	chr1	146500000	1	0.36753	0	0
chr1:147000000-147500000	chr1	147000000	0	0.366548	0	0
chr1:147500000-148000000	chr1	147500000	0	0.365964	0	0
chr1:148000000-148500000	chr1	148000000	2	0.36257	0	0
chr1:148500000-149000000	chr1	148500000	0	0.355284	0	0
chr1:149000000-149500000	chr1	149000000	0	0.36602	0	0
chr1:149500000-150000000	chr1	149500000	0	0.362056	0	0
chr1:150000000-150500000	chr1	150000000	0	0.371026	0	0
chr1:150500000-151000000	chr1	150500000	0	0.360954	0	0
chr1:151000000-151500000	chr1	151000000	0	0.380348	0	0
chr1:151500000-152000000	chr1	151500000	3	0.391654	0	0
chr1:152000000-152500000	chr1	152000000	6	0.39545	0	1
chr1:152500000-153000000	chr1	152500000	2	0.402382	0	1
chr1:153000000-153500000	chr1	153000000	7	0.42284	0	4
chr1:153500000-154000000	chr1	153500000	3	0.43426	0	2
chr1:154000000-154500000	chr1	154000000	2	0.438566	0	3
chr1:154500000-155000000	chr1	154500000	7	0.443726	0	3
chr1:155000000-155500000	chr1	155000000	6	0.440108	0	5
chr1:155500000-156000000	chr1	155500000	11	0.447534	0	2
chr1:156000000-156500000	chr1	156000000	3	0.423386	0	1
chr1:156500000-157000000	chr1	156500000	4	0.449802	0	3
chr1:157000000-157500000	chr1	157000000	5	0.42762	0	4
chr1:157500000-158000000	chr1	157500000	5	0.440277	0.068254	5
chr1:158000000-158500000	chr1	158000000	6	0.437433	0.197746	5
chr1:158500000-159000000	chr1	158500000	4	0.438316	0	3
chr1:159000000-159500000	chr1	159000000	7	0.408856	0	1
chr1:159500000-160000000	chr1	159500000	0	0.408872	0	0
chr1:160000000-160500000	chr1	160000000	3	0.416948	0	2
chr1:160500000-161000000	chr1	160500000	2	0.410642	0	0
chr1:161000000-161500000	chr1	161000000	5	0.405436	0	1
chr1:161500000-162000000	chr1	161500000	2	0.428068	0	0
chr1:162000000-162500000	chr1	162000000	5	0.402544	0	2
chr1:162500000-163000000	chr1	162500000	7	0.398364	0	3
chr1:163000000-163500000	chr1	163000000	8	0.412308	0	4
chr1:163500000-164000000	chr1	163500000	5	0.410112	0	3
chr1:164000000-164500000	chr1	164000000	5	0.416012	0	2
chr1:164500000-165000000	chr1	164500000	9	0.409718	0	2
chr1:165000000-165500000	chr1	165000000	3	0.40077	0	1
chr1:165500000-166000000	chr1	165500000	8	0.399694	0	2
chr1:166000000-166500000	chr1	166000000	11	0.427944	0	4
chr1:166500000-167000000	chr1	166500000	4	0.418564	0	0
chr1:167000000-167500000	chr1	167000000	8	0.42905	0	4
chr1:167500000-168000000	chr1	167500000	5	0.440876	0	6
chr1:168000000-168500000	chr1	168000000	8	0.433314	0	6
chr1:168500000-169000000	chr1	168500000	4	0.424956	0	1
chr1:169000000-169500000	chr1	169000000	6	0.452563	2e-05	5
chr1:169500000-170000000	chr1	169500000	2	0.441298	6e-05	5
chr1:170000000-170500000	chr1	170000000	2	0.43224	0	0
chr1:170500000-171000000	chr1	170500000	1	0.39557	0	0
chr1:171000000-171500000	chr1	171000000	1	0.410348	0	1
chr1:171500000-172000000	chr1	171500000	5	0.419408	0	1
chr1:172000000-172500000	chr1	172000000	8	0.438904	0	3
chr1:172500000-173000000	chr1	172500000	11	0.441924	0	8
chr1:173000000-173500000	chr1	173000000	27	0.464746	1.2e-05	19
chr1:173500000-174000000	chr1	173500000	11	0.435728	0	3
chr1:174000000-174500000	chr1	174000000	18	0.467208	0	10
chr1:174500000-175000000	chr1	174500000	7	0.406706	0	1
chr1:175000000-175500000	chr1	175000000	12	0.397468	0	1
chr1:175500000-176000000	chr1	175500000	13	0.383542	0	0
chr1:176000000-176500000	chr1	176000000	15	0.393166	0	2
chr1:176500000-177000000	chr1	176500000	1	0.40005	0	1
chr1:177000000-177500000	chr1	177000000	1	0.403864	0	1
chr1:177500000-178000000	chr1	177500000	7	0.421854	0	3
chr1:178000000-178500000	chr1	178000000	2	0.410678	0	1
chr1:178500000-179000000	chr1	178500000	4	0.412488	0	1
chr1:179000000-179500000	chr1	179000000	2	0.406508	0	5
chr1:179500000-180000000	chr1	179500000	6	0.425812	0	2
chr1:180000000-180500000	chr1	180000000	5	0.429696	0	7
chr1:180500000-181000000	chr1	180500000	0	0.453222	0	0
chr1:181000000-181500000	chr1	181000000	3	0.435782	0	2
chr1:181500000-182000000	chr1	181500000	4	0.431316	0	3
chr1:182000000-182500000	chr1	182000000	7	0.46799	0	5
chr1:182500000-183000000	chr1	182500000	13	0.465806	0	11
chr1:183000000-183500000	chr1	183000000	5	0.453872	0	4
chr1:183500000-184000000	chr1	183500000	3	0.42992	0	3
chr1:184000000-184500000	chr1	184000000	9	0.452402	0	5
chr1:184500000-185000000	chr1	184500000	3	0.469791	0.159958	1
chr1:185000000-185500000	chr1	185000000	0	nan	0.65562	0
chr1:185500000-186000000	chr1	185500000	3	0.428568	0	1
chr1:186000000-186500000	chr1	186000000	1	0.431778	0	0
chr1:186500000-187000000	chr1	186500000	7	0.45493	0	7
chr1:187000000-187500000	chr1	187000000	12	0.442912	0	5
chr1:187500000-188000000	chr1	187500000	1	0.419046	0	1
chr1:188000000-188500000	chr1	188000000	2	0.4264	0	0
chr1:188500000-189000000	chr1	188500000	5	0.428456	0	4
chr1:189000000-189500000	chr1	189000000	3	0.428996	0	3
chr1:189500000-190000000	chr1	189500000	1	0.43121	0	0
chr1:190000000-190500000	chr1	190000000	1	0.413008	0	0
chr1:190500000-191000000	chr1	190500000	1	0.433518	0	1
chr1:191000000-191500000	chr1	191000000	2	0.438696	0	1
chr1:191500000-192000000	chr1	191500000	5	0.46894	0	7
chr1:192000000-192500000	chr1	192000000	1	0.46208	0	0
chr1:192500000-193000000	chr1	192500000	10	0.466512	0	8
chr1:193000000-193500000	chr1	193000000	8	0.458978	0	8
chr1:193500000-194000000	chr1	193500000	9	0.458411	0.115794	6
chr1:194000000-194500000	chr1	194000000	1	0.458605	0.001842	1
chr1:194500000-195000000	chr1	194500000	9	0.439056	0	8
chr1:195000000-195500000	chr1	195000000	7	0.455418	0	0
chr1:195500000-196000000	chr1	195500000	0	0.409042	0	0
chr1:196000000-196500000	chr1	196000000	2	0.41314	0	1
chr1:196500000-197000000	chr1	196500000	8	0.409238	0	1
chr1:197000000-197195432	chr1	197000000	1	0.405317	0	1
chr2:0-500000	chr2	0	0	nan	1	0
chr2:500000-1000000	chr2	500000	0	nan	1	0
chr2:1000000-1500000	chr2	1000000	0	nan	1	0
chr2:1500000-2000000	chr2	1500000	0	nan	1	0
chr2:2000000-2500000	chr2	2000000	0	nan	1	0
chr2:2500000-3000000	chr2	2500000	0	nan	1	0
chr2:3000000-3500000	chr2	3000000	10	0.428762	0	6
chr2:3500000-4000000	chr2	3500000	2	0.430928	0	1
chr2:4000000-4500000	chr2	4000000	1	0.443616	0	1
chr2:4500000-5000000	chr2	4500000	7	0.446516	0	5
chr2:5000000-5500000	chr2	5000000	1	0.442496	0	2
chr2:5500000-6000000	chr2	5500000	8	0.432612	0	6
chr2:6000000-6500000	chr2	6000000	5	0.448522	0	3
chr2:6500000-7000000	chr2	6500000	1	0.400954	0	1
chr2:7000000-7500000	chr2	7000000	1	0.398522	0.004612	0
chr2:7500000-8000000	chr2	7500000	0	0.380306	0	0
chr2:8000000-8500000	chr2	8000000	0	0.378858	0	0
chr2:8500000-9000000	chr2	8500000	1	0.376174	0	0
chr2:9000000-9500000	chr2	9000000	2	0.394834	0	0
chr2:9500000-10000000	chr2	9500000	5	0.43439	0	5
chr2:10000000-10500000	chr2	10000000	70	0.431734	0	4
chr2:10500000-11000000	chr2	10500000	0	0.412878	0	0
chr2:11000000-11500000	chr2	11000000	5	0.442538	0	6
chr2:11500000-12000000	chr2	11500000	5	0.419094	0	4
chr2:12000000-12500000	chr2	12000000	3	0.399914	0	2
chr2:12500000-13000000	chr2	12500000	2	0.395528	0	2
chr2:13000000-13500000	chr2	13000000	4	0.40866	0	2
chr2:13500000-14000000	chr2	13500000	4	0.404082	0	3
chr2:14000000-14500000	chr2	14000000	5	0.397538	0	0
chr2:14500000-15000000	chr2	14500000	4	0.401044	0	3
chr2:15000000-15500000	chr2	15000000	1	0.389512	0	0
chr2:15500000-16000000	chr2	15500000	0	0.373516	0	0
chr2:16000000-16500000	chr2	16000000	1	0.382294	0	1
chr2:16500000-17000000	chr2	16500000	1	0.38439	0	0
chr2:17000000-17500000	chr2	17000000	1	0.39634	0	0
chr2:17500000-18000000	chr2	17500000	7	0.430524	0	8
chr2:18000000-18500000	chr2	18000000	2	0.398468	0	1
chr2:18500000-19000000	chr2	18500000	7	0.426858	0	9
chr2:19000000-19500000	chr2	19000000	6	0.42102	0	4
chr2:19500000-20000000	chr2	19500000	3	0.40687	0	2
chr2:20000000-20500000	chr2	20000000	1	0.412348	0	1
chr2:20500000-21000000	chr2	20500000	2	0.42433	0	1
chr2:21000000-21500000	chr2	21000000	3	0.40687	0	4
chr2:21500000-22000000	chr2	21500000	0	0.402342	0	0
chr2:22000000-22500000	chr2	22000000	2	0.395514	0.1004	1
chr2:22500000-23000000	chr2	22500000	5	0.403784	0	5
chr2:23000000-23500000	chr2	23000000	5	0.38484	0	4
chr2:23500000-24000000	chr2	23500000	2	0.388116	0	0
chr2:24000000-24500000	chr2	24000000	9	0.435992	0	2
chr2:24500000-25000000	chr2	24500000	11	0.459046	0	8
chr2:25000000-25500000	chr2	25000000	46	0.511642	0	31
chr2:25500000-26000000	chr2	25500000	18	0.48799	0	10
chr2:26000000-26500000	chr2	26000000	23	0.512028	0	15
chr2:26500000-27000000	chr2	26500000	18	0.46676	0	10
