tile_id	chrom	start	end	siScr_mCh	siLMNA_mCh	dlam_mCh	siScr_DNK	siLMNA_DNK	dlam_DNK	cov_min	tss_count
chr1:8500000-9000000	chr1	8500000	9000000	-1.464939	-1.296840	0.168099	-1.164825	-1.084994	0.079832	1.0000	2
chr1:9000000-9500000	chr1	9000000	9500000	-0.703792	-0.888059	-0.184267	-1.087910	-1.010829	0.077081	1.0000	6
chr1:9500000-10000000	chr1	9500000	10000000	-0.809947	-0.963852	-0.153905	-1.306130	-1.069205	0.236925	1.0000	5
chr1:10000000-10500000	chr1	10000000	10500000	-1.194830	-1.091582	0.103248	-1.433800	-1.389172	0.044627	1.0000	7
chr1:10500000-11000000	chr1	10500000	11000000	-0.693111	-0.787182	-0.094071	-0.888752	-0.818884	0.069868	1.0000	4
chr1:11000000-11500000	chr1	11000000	11500000	-0.328665	-0.686515	-0.357849	-0.666737	-0.854751	-0.188014	1.0000	8
chr1:11500000-12000000	chr1	11500000	12000000	-0.301840	-0.618371	-0.316531	-0.629463	-0.720315	-0.090851	1.0000	14
chr1:12000000-12500000	chr1	12000000	12500000	-0.476725	-0.463259	0.013466	-0.472324	-0.715874	-0.243550	1.0000	5
chr1:12500000-13000000	chr1	12500000	13000000	0.428318	0.466578	0.038260	0.297000	0.298558	0.001558	1.0000	11
chr1:13000000-13500000	chr1	13000000	13500000	1.096604	1.301825	0.205221	0.827912	0.976723	0.148811	0.5000	7
chr1:13500000-14000000	chr1	13500000	14000000	0.906172	0.813396	-0.092776	0.740774	0.850598	0.109823	0.7800	9
chr1:14000000-14500000	chr1	14000000	14500000	1.023702	1.009388	-0.014314	0.799549	0.704252	-0.095297	1.0000	1
chr1:14500000-15000000	chr1	14500000	15000000	0.707625	0.716741	0.009116	0.591583	0.423153	-0.168430	1.0000	1
chr1:15000000-15500000	chr1	15000000	15500000	0.413442	0.091761	-0.321681	0.122921	-0.053213	-0.176134	1.0000	1
chr1:15500000-16000000	chr1	15500000	16000000	-0.620932	-0.633537	-0.012605	-0.701804	-0.760341	-0.058537	1.0000	10
chr1:16000000-16500000	chr1	16000000	16500000	-0.990834	-0.946727	0.044107	-1.142842	-0.970054	0.172788	1.0000	13
chr1:16500000-17000000	chr1	16500000	17000000	-0.884187	-1.015722	-0.131535	-1.144320	-1.145738	-0.001417	1.0200	6
chr1:17000000-17500000	chr1	17000000	17500000	-0.567322	-0.693329	-0.126007	-0.933493	-0.991988	-0.058496	0.8800	5
chr1:17500000-18000000	chr1	17500000	18000000	-0.044836	-0.456723	-0.411887	-0.464599	-0.669230	-0.204630	1.0000	6
chr1:18000000-18500000	chr1	18000000	18500000	0.645642	0.537518	-0.108124	0.247908	0.126722	-0.121186	1.0000	2
chr1:18500000-19000000	chr1	18500000	19000000	0.654669	0.671381	0.016713	0.373116	0.299726	-0.073390	1.0000	2
chr1:19000000-19500000	chr1	19000000	19500000	-0.118982	-0.295993	-0.177011	-0.461095	-0.453569	0.007525	1.0000	3
chr1:19500000-20000000	chr1	19500000	20000000	-0.626644	-0.685142	-0.058498	-0.960742	-1.152379	-0.191638	1.0000	10
chr1:20000000-20500000	chr1	20000000	20500000	-0.083695	-0.437327	-0.353632	-0.495763	-0.782456	-0.286692	1.0000	8
chr1:20500000-21000000	chr1	20500000	21000000	-0.305559	-0.353258	-0.047700	-0.644396	-0.752512	-0.108116	1.0000	9
chr1:21000000-21500000	chr1	21000000	21500000	-1.392214	-1.296208	0.096007	-1.584715	-1.216920	0.367795	1.0000	3
chr1:21500000-22000000	chr1	21500000	22000000	-0.664747	-0.911306	-0.246559	-1.066658	-1.148796	-0.082138	1.0000	5
chr1:22000000-22500000	chr1	22000000	22500000	-1.024706	-0.924338	0.100369	-1.141737	-1.099244	0.042493	1.0000	7
chr1:22500000-23000000	chr1	22500000	23000000	-0.905643	-0.806620	0.099023	-1.058802	-1.163992	-0.105189	1.0000	5
chr1:23000000-23500000	chr1	23000000	23500000	-1.008543	-0.969113	0.039430	-1.107627	-1.020010	0.087617	1.0000	5
chr1:23500000-24000000	chr1	23500000	24000000	-1.154224	-1.095861	0.058363	-0.971814	-1.165835	-0.194020	1.0000	7
chr1:24000000-24500000	chr1	24000000	24500000	-1.178214	-1.160752	0.017463	-1.203070	-1.222885	-0.019814	1.0000	12
chr1:24500000-25000000	chr1	24500000	25000000	-1.029754	-0.868636	0.161118	-1.262647	-1.317889	-0.055242	1.0000	7
chr1:25000000-25500000	chr1	25000000	25500000	-1.149712	-1.127232	0.022480	-1.228628	-1.213806	0.014822	1.0000	2
chr1:25500000-26000000	chr1	25500000	26000000	-1.049710	-1.059968	-0.010259	-1.320661	-1.274516	0.046145	1.0000	8
chr1:26000000-26500000	chr1	26000000	26500000	-1.048744	-1.120717	-0.071973	-1.361007	-1.197943	0.163064	1.0000	14
chr1:26500000-27000000	chr1	26500000	27000000	-1.034470	-1.006706	0.027764	-1.257073	-1.295621	-0.038548	1.0000	12
chr1:27000000-27500000	chr1	27000000	27500000	-1.141253	-0.979744	0.161508	-1.056235	-1.023647	0.032588	1.0000	12
chr1:27500000-28000000	chr1	27500000	28000000	-0.959914	-0.923286	0.036628	-1.183404	-1.146706	0.036698	1.0000	11
chr1:28000000-28500000	chr1	28000000	28500000	-1.154850	-1.148069	0.006781	-1.180122	-1.329962	-0.149840	1.0000	8
chr1:28500000-29000000	chr1	28500000	29000000	-1.333053	-1.097819	0.235234	-1.291751	-1.195546	0.096205	1.0000	11
chr1:29000000-29500000	chr1	29000000	29500000	-0.766947	-0.740856	0.026091	-1.032704	-1.076947	-0.044243	1.0000	4
chr1:29500000-30000000	chr1	29500000	30000000	0.165140	0.026276	-0.138864	-0.078834	-0.380569	-0.301735	0.7600	3
chr1:30000000-30500000	chr1	30000000	30500000	0.507703	0.211831	-0.295872	0.049314	0.023807	-0.025507	0.9400	0
chr1:30500000-31000000	chr1	30500000	31000000	0.666336	0.480429	-0.185907	0.290644	0.182574	-0.108069	1.0000	0
chr1:31000000-31500000	chr1	31000000	31500000	-0.332591	-0.395652	-0.063062	-0.633163	-0.690068	-0.056904	1.0000	3
chr1:31500000-32000000	chr1	31500000	32000000	-0.918081	-0.826161	0.091920	-1.007860	-1.300648	-0.292788	0.9800	6
chr1:32000000-32500000	chr1	32000000	32500000	-0.967410	-0.822229	0.145181	-1.255166	-1.123276	0.131890	1.0000	9
chr1:32500000-33000000	chr1	32500000	33000000	-0.721586	-0.844505	-0.122920	-1.111378	-1.224658	-0.113279	1.0000	16
chr1:33000000-33500000	chr1	33000000	33500000	-0.868596	-0.836210	0.032386	-0.921675	-0.970757	-0.049082	1.0000	11
chr1:33500000-34000000	chr1	33500000	34000000	-0.259749	-0.461472	-0.201724	-0.695552	-0.769968	-0.074416	1.0000	7
chr1:34000000-34500000	chr1	34000000	34500000	0.574644	0.291193	-0.283451	0.386372	-0.032783	-0.419155	1.0000	1
chr1:34500000-35000000	chr1	34500000	35000000	0.693195	0.335466	-0.357729	0.338852	0.056748	-0.282104	1.0000	2
chr1:35000000-35500000	chr1	35000000	35500000	0.345870	0.123225	-0.222645	0.005281	-0.090115	-0.095396	1.0000	8
chr1:35500000-36000000	chr1	35500000	36000000	-0.823009	-0.853377	-0.030368	-0.815109	-0.992920	-0.177811	1.0000	3
chr1:36000000-36500000	chr1	36000000	36500000	-0.709735	-0.818841	-0.109106	-1.051252	-1.109063	-0.057811	1.0000	9
chr1:36500000-37000000	chr1	36500000	37000000	-0.641730	-0.508603	0.133126	-0.836686	-0.795565	0.041120	1.0000	13
chr1:37000000-37500000	chr1	37000000	37500000	1.414561	1.224531	-0.190030	0.826065	0.943871	0.117806	1.0000	0
chr1:37500000-38000000	chr1	37500000	38000000	1.033796	1.054121	0.020325	0.681980	0.727713	0.045733	1.0000	3
chr1:38000000-38500000	chr1	38000000	38500000	0.053191	-0.072703	-0.125894	-0.239901	-0.324903	-0.085002	1.0000	15
chr1:38500000-39000000	chr1	38500000	39000000	0.907083	1.054212	0.147129	0.809915	0.686992	-0.122923	1.0000	1
chr1:39000000-39500000	chr1	39000000	39500000	0.182719	0.244964	0.062245	0.053478	-0.015267	-0.068745	1.0000	6
chr1:39500000-40000000	chr1	39500000	40000000	-1.104265	-0.939389	0.164876	-1.179439	-1.240113	-0.060675	1.0000	2
chr1:40000000-40500000	chr1	40000000	40500000	-0.922795	-0.866852	0.055942	-1.168332	-1.180383	-0.012051	1.0000	10
chr1:40500000-41000000	chr1	40500000	41000000	-1.186925	-1.176084	0.010840	-1.365331	-1.247416	0.117915	1.0000	11
chr1:41000000-41500000	chr1	41000000	41500000	-0.917229	-0.965102	-0.047873	-0.965191	-1.028482	-0.063290	1.0000	6
chr1:41500000-42000000	chr1	41500000	42000000	-0.711164	-0.883585	-0.172421	-0.996214	-1.001564	-0.005350	1.0000	2
chr1:42000000-42500000	chr1	42000000	42500000	-0.631997	-0.617783	0.014214	-0.854688	-1.035625	-0.180937	1.0000	2
chr1:42500000-43000000	chr1	42500000	43000000	-0.832117	-0.759163	0.072955	-1.011745	-1.056794	-0.045049	1.0000	7
chr1:43000000-43500000	chr1	43000000	43500000	-0.882122	-0.777756	0.104366	-0.917190	-1.112661	-0.195471	1.0000	10
chr1:43500000-44000000	chr1	43500000	44000000	-0.711216	-0.800082	-0.088867	-1.234472	-1.135243	0.099229	1.0000	13
chr1:44000000-44500000	chr1	44000000	44500000	-0.766015	-0.879271	-0.113256	-1.093855	-1.131776	-0.037921	1.0000	9
chr1:44500000-45000000	chr1	44500000	45000000	-0.504741	-0.648619	-0.143878	-0.756337	-1.089812	-0.333476	1.0000	5
chr1:45000000-45500000	chr1	45000000	45500000	-0.431878	-0.684994	-0.253116	-0.616977	-0.915489	-0.298512	1.0000	12
chr1:45500000-46000000	chr1	45500000	46000000	-0.418394	-0.591240	-0.172846	-0.437249	-0.874507	-0.437258	1.0000	8
chr1:46000000-46500000	chr1	46000000	46500000	-1.047112	-1.172528	-0.125417	-1.128804	-1.162210	-0.033406	1.0000	7
chr1:46500000-47000000	chr1	46500000	47000000	-0.466386	-0.466624	-0.000238	-0.669382	-0.811416	-0.142034	1.0000	11
chr1:47000000-47500000	chr1	47000000	47500000	0.835076	0.916777	0.081701	0.705672	0.679701	-0.025971	1.0000	10
chr1:47500000-48000000	chr1	47500000	48000000	0.698429	0.700626	0.002197	0.484411	0.458225	-0.026186	1.0000	8
chr1:48000000-48500000	chr1	48000000	48500000	1.418264	1.517450	0.099186	1.015575	1.099016	0.083441	1.0000	1
chr1:48500000-49000000	chr1	48500000	49000000	1.275598	1.512434	0.236835	1.382496	1.376468	-0.006029	1.0000	2
chr1:49000000-49500000	chr1	49000000	49500000	1.425885	1.854651	0.428766	1.326083	1.307598	-0.018485	1.0000	1
chr1:49500000-50000000	chr1	49500000	50000000	1.246779	1.476940	0.230160	1.149276	1.506767	0.357491	1.0000	0
chr1:50000000-50500000	chr1	50000000	50500000	0.981807	1.493995	0.512188	1.155750	1.344238	0.188488	1.0000	1
chr1:50500000-51000000	chr1	50500000	51000000	1.086642	1.309551	0.222909	0.919731	1.018039	0.098308	1.0000	2
chr1:51000000-51500000	chr1	51000000	51500000	0.106834	-0.004952	-0.111785	0.429668	0.409292	-0.020376	1.0000	2
chr1:51500000-52000000	chr1	51500000	52000000	-0.397601	-0.518760	-0.121160	-0.387916	-0.544312	-0.156396	1.0000	4
chr1:52000000-52500000	chr1	52000000	52500000	-1.182464	-0.958946	0.223518	-1.005222	-1.089469	-0.084248	1.0000	4
chr1:52500000-53000000	chr1	52500000	53000000	-1.080465	-1.050472	0.029993	-1.151431	-1.256935	-0.105504	1.0000	6
chr1:53000000-53500000	chr1	53000000	53500000	-0.926125	-0.835849	0.090277	-1.072153	-1.279984	-0.207831	1.0000	8
chr1:53500000-54000000	chr1	53500000	54000000	-0.690309	-0.711144	-0.020835	-0.952900	-0.985057	-0.032157	1.0000	7
chr1:54000000-54500000	chr1	54000000	54500000	-0.955356	-0.884743	0.070614	-1.025107	-1.180125	-0.155018	1.0000	7
chr1:54500000-55000000	chr1	54500000	55000000	-0.479063	-0.520152	-0.041089	-0.825598	-0.967112	-0.141514	1.0000	6
chr1:55000000-55500000	chr1	55000000	55500000	-0.552886	-0.550400	0.002486	-0.468423	-0.853604	-0.385181	1.0000	10
chr1:55500000-56000000	chr1	55500000	56000000	-0.421784	-0.383593	0.038191	-0.495042	-0.828328	-0.333286	1.0000	2
chr1:56000000-56500000	chr1	56000000	56500000	-0.189765	0.138738	0.328503	-0.090845	-0.142269	-0.051424	1.0000	0
chr1:56500000-57000000	chr1	56500000	57000000	0.149055	0.050194	-0.098860	-0.066580	-0.231123	-0.164542	1.0000	0
chr1:57000000-57500000	chr1	57000000	57500000	-0.164644	0.124870	0.289514	-0.135516	0.029232	0.164748	1.0000	5
chr1:57500000-58000000	chr1	57500000	58000000	0.541969	0.967158	0.425188	0.502674	0.531967	0.029293	1.0000	1
chr1:58000000-58500000	chr1	58000000	58500000	0.750020	0.969537	0.219517	0.654313	0.706965	0.052652	1.0000	0
chr1:58500000-59000000	chr1	58500000	59000000	0.503496	0.822242	0.318746	0.618571	0.597223	-0.021348	1.0000	0
chr1:59000000-59500000	chr1	59000000	59500000	-0.642895	-0.545207	0.097688	-0.438594	-0.857321	-0.418727	1.0000	4
chr1:59500000-60000000	chr1	59500000	60000000	-0.665993	-0.575735	0.090258	-0.536175	-0.753503	-0.217328	1.0000	1
chr1:60000000-60500000	chr1	60000000	60500000	-0.049325	-0.011016	0.038308	-0.177686	-0.119788	0.057898	1.0000	2
chr1:60500000-61000000	chr1	60500000	61000000	0.373160	0.856868	0.483708	0.436393	0.708943	0.272550	1.0000	1
chr1:61000000-61500000	chr1	61000000	61500000	0.730446	0.978005	0.247559	0.593578	0.787225	0.193646	1.0000	0
chr1:61500000-62000000	chr1	61500000	62000000	0.081577	0.345060	0.263483	0.231334	0.495106	0.263772	1.0000	1
chr1:62000000-62500000	chr1	62000000	62500000	0.370449	0.354403	-0.016047	0.449158	0.331988	-0.117170	1.0000	2
chr1:62500000-63000000	chr1	62500000	63000000	0.014380	0.017168	0.002788	0.161975	-0.076899	-0.238874	1.0000	3
chr1:63000000-63500000	chr1	63000000	63500000	-0.058857	-0.182046	-0.123188	0.030736	0.197567	0.166830	1.0000	3
chr1:63500000-64000000	chr1	63500000	64000000	0.289912	0.381232	0.091320	0.258801	0.314339	0.055538	1.0000	4
chr1:64000000-64500000	chr1	64000000	64500000	-0.800060	-0.666281	0.133779	-0.600606	-0.891923	-0.291317	1.0000	2
chr1:64500000-65000000	chr1	64500000	65000000	-0.524208	-0.528671	-0.004463	-0.270268	-0.779926	-0.509658	1.0000	2
chr1:65000000-65500000	chr1	65000000	65500000	-0.534142	-0.353254	0.180889	-0.312058	-0.481246	-0.169189	1.0000	2
chr1:65500000-66000000	chr1	65500000	66000000	-0.078761	0.081840	0.160602	0.029672	-0.067419	-0.097091	1.0000	3
chr1:66000000-66500000	chr1	66000000	66500000	0.109732	0.208797	0.099065	0.189627	0.341063	0.151436	1.0000	1
chr1:66500000-67000000	chr1	66500000	67000000	-0.403955	-0.249299	0.154655	-0.199899	-0.087562	0.112337	1.0000	1
chr1:67000000-67500000	chr1	67000000	67500000	-0.894793	-0.804214	0.090579	-0.632414	-0.495144	0.137270	1.0000	4
chr1:67500000-68000000	chr1	67500000	68000000	-0.598653	-0.570777	0.027876	-0.665917	-0.901007	-0.235090	1.0000	5
chr1:68000000-68500000	chr1	68000000	68500000	-0.838082	-0.725926	0.112156	-0.682990	-0.827344	-0.144354	1.0000	2
chr1:68500000-69000000	chr1	68500000	69000000	-0.746055	-0.640680	0.105375	-0.687489	-0.604631	0.082858	1.0000	4
chr1:69000000-69500000	chr1	69000000	69500000	0.496060	0.618101	0.122041	0.625748	0.630766	0.005018	1.0000	0
chr1:69500000-70000000	chr1	69500000	70000000	0.201387	0.305947	0.104560	0.412196	0.635765	0.223568	1.0000	0
chr1:70000000-70500000	chr1	70000000	70500000	-0.129216	-0.039009	0.090207	0.300854	0.333762	0.032908	1.0000	1
chr1:70500000-71000000	chr1	70500000	71000000	-0.678344	-0.492846	0.185497	-0.217851	-0.183562	0.034289	1.0000	4
chr1:71000000-71500000	chr1	71000000	71500000	0.853579	1.304871	0.451292	1.042513	1.185027	0.142514	1.0000	0
chr1:71500000-72000000	chr1	71500000	72000000	0.894734	1.151502	0.256768	1.086152	1.309729	0.223577	1.0000	2
chr1:72000000-72500000	chr1	72000000	72500000	0.259173	0.460277	0.201104	0.549317	1.030981	0.481664	1.0000	0
chr1:72500000-73000000	chr1	72500000	73000000	-0.070428	0.065606	0.136034	0.151198	0.531370	0.380172	1.0000	1
chr1:73000000-73500000	chr1	73000000	73500000	0.330264	0.486800	0.156536	0.461397	0.920142	0.458744	1.0000	0
chr1:73500000-74000000	chr1	73500000	74000000	0.353000	0.842754	0.489754	0.791782	1.400676	0.608894	1.0000	0
chr1:74000000-74500000	chr1	74000000	74500000	0.447071	0.718129	0.271058	0.652894	0.971217	0.318323	1.0000	0
chr1:74500000-75000000	chr1	74500000	75000000	0.407965	0.727212	0.319247	0.510977	1.010130	0.499153	1.0000	4
chr1:75000000-75500000	chr1	75000000	75500000	1.084159	1.001500	-0.082659	0.999079	1.210446	0.211366	1.0000	3
chr1:75500000-76000000	chr1	75500000	76000000	0.845218	1.137483	0.292265	1.117619	1.468244	0.350625	1.0000	1
chr1:76000000-76500000	chr1	76000000	76500000	0.636926	0.647181	0.010256	0.738524	0.847250	0.108726	1.0000	5
chr1:76500000-77000000	chr1	76500000	77000000	0.912159	1.154952	0.242793	0.958309	0.956953	-0.001356	1.0000	1
chr1:77000000-77500000	chr1	77000000	77500000	0.848555	1.174835	0.326280	1.010354	1.129113	0.118759	1.0000	1
chr1:77500000-78000000	chr1	77500000	78000000	0.059587	-0.036667	-0.096254	0.335392	0.144735	-0.190658	1.0000	2
chr1:78000000-78500000	chr1	78000000	78500000	-1.100262	-1.025352	0.074910	-0.794911	-0.681786	0.113125	1.0000	6
chr1:78500000-79000000	chr1	78500000	79000000	-0.069385	-0.077705	-0.008320	-0.123060	-0.002724	0.120336	1.0000	2
chr1:79000000-79500000	chr1	79000000	79500000	0.119121	-0.248399	-0.367520	0.164993	0.167416	0.002423	1.0000	3
chr1:79500000-80000000	chr1	79500000	80000000	0.167763	-0.024649	-0.192412	0.184973	0.384739	0.199766	1.0000	0
chr1:80000000-80500000	chr1	80000000	80500000	0.056075	0.266148	0.210073	0.514798	0.617721	0.102923	1.0000	0
chr1:80500000-81000000	chr1	80500000	81000000	-0.074337	0.243333	0.317670	0.584928	0.465140	-0.119787	1.0000	0
chr1:81000000-81500000	chr1	81000000	81500000	-0.031217	0.301942	0.333159	0.390518	0.430447	0.039929	1.0000	0
chr1:81500000-82000000	chr1	81500000	82000000	-0.345909	-0.309171	0.036738	-0.128327	-0.226986	-0.098659	1.0000	0
chr1:82000000-82500000	chr1	82000000	82500000	-0.574999	-0.937822	-0.362823	-0.351333	-0.484228	-0.132895	1.0000	1
chr1:82500000-83000000	chr1	82500000	83000000	-0.148161	0.066514	0.214676	-0.030304	0.149010	0.179314	1.0000	0
chr1:83000000-83500000	chr1	83000000	83500000	-0.072232	0.135715	0.207947	0.244474	0.234583	-0.009891	1.0000	0
chr1:83500000-84000000	chr1	83500000	84000000	0.148238	0.192609	0.044371	0.275620	0.279158	0.003538	1.0000	0
chr1:84000000-84500000	chr1	84000000	84500000	0.114600	0.098314	-0.016286	0.060411	0.016002	-0.044409	1.0000	1
chr1:84500000-85000000	chr1	84500000	85000000	-0.901905	-1.173741	-0.271836	-0.566118	-0.678502	-0.112384	1.0000	6
chr1:85000000-85500000	chr1	85000000	85500000	-0.624479	-0.558064	0.066415	-0.770824	-0.695505	0.075318	1.0000	4
chr1:85500000-86000000	chr1	85500000	86000000	-0.864892	-0.958275	-0.093382	-0.461911	-0.561951	-0.100041	1.0200	6
chr1:86000000-86500000	chr1	86000000	86500000	-0.535378	-0.646367	-0.110988	-0.401728	-0.250435	0.151293	1.0200	2
chr1:86500000-87000000	chr1	86500000	87000000	-0.071980	-0.023976	0.048004	0.130948	0.268798	0.137850	1.0000	4
chr1:87000000-87500000	chr1	87000000	87500000	-0.490208	-0.432028	0.058180	-0.120178	-0.168938	-0.048760	1.0000	4
chr1:87500000-88000000	chr1	87500000	88000000	0.095509	0.258376	0.162868	0.237154	0.139112	-0.098042	1.0000	1
chr1:88000000-88500000	chr1	88000000	88500000	0.026351	0.145472	0.119121	0.025257	0.259865	0.234609	1.0000	0
chr1:88500000-89000000	chr1	88500000	89000000	0.443859	0.657489	0.213630	0.453162	0.653700	0.200538	1.0000	0
chr1:89000000-89500000	chr1	89000000	89500000	-0.330414	-0.398089	-0.067675	-0.004866	0.058703	0.063569	1.0000	4
chr1:89500000-90000000	chr1	89500000	90000000	0.543225	0.712188	0.168964	0.591553	0.831263	0.239710	1.0000	7
chr1:90000000-90500000	chr1	90000000	90500000	-0.252524	-0.458155	-0.205631	-0.136274	-0.223702	-0.087428	1.0000	4
chr1:90500000-91000000	chr1	90500000	91000000	0.729026	0.975774	0.246748	0.807738	1.085704	0.277966	1.0000	0
chr1:91000000-91500000	chr1	91000000	91500000	0.273265	0.627508	0.354243	0.570986	0.636418	0.065432	1.0000	2
chr1:91500000-92000000	chr1	91500000	92000000	0.892679	0.919482	0.026803	0.761461	0.728906	-0.032555	0.9800	2
chr1:92000000-92500000	chr1	92000000	92500000	-0.082957	0.019797	0.102754	-0.001305	-0.239378	-0.238072	1.0000	3
chr1:92500000-93000000	chr1	92500000	93000000	-0.145930	-0.364617	-0.218686	0.011914	-0.275989	-0.287904	1.0000	6
chr1:93000000-93500000	chr1	93000000	93500000	-0.865199	-0.873265	-0.008065	-0.732882	-0.964907	-0.232025	1.0000	3
chr1:93500000-94000000	chr1	93500000	94000000	-1.186877	-1.173824	0.013052	-1.142145	-1.050656	0.091489	1.0000	5
chr1:94000000-94500000	chr1	94000000	94500000	-0.833910	-0.691006	0.142903	-0.798701	-0.784123	0.014578	1.0000	3
chr1:94500000-95000000	chr1	94500000	95000000	-1.176747	-0.935345	0.241402	-1.187766	-0.975329	0.212437	1.0000	3
chr1:95000000-95500000	chr1	95000000	95500000	-0.733815	-0.874401	-0.140586	-0.827158	-1.007145	-0.179987	1.0000	3
chr1:95500000-96000000	chr1	95500000	96000000	0.328668	0.377102	0.048433	0.370216	0.406232	0.036017	1.0000	3
chr1:96000000-96500000	chr1	96000000	96500000	0.619123	0.865226	0.246103	0.782369	0.936661	0.154292	1.0000	0
chr1:96500000-97000000	chr1	96500000	97000000	-0.107976	0.090408	0.198385	0.097262	-0.029826	-0.127087	1.0000	0
chr1:97000000-97500000	chr1	97000000	97500000	-0.365504	-0.547169	-0.181665	-0.189992	-0.280387	-0.090396	1.0000	1
chr1:97500000-98000000	chr1	97500000	98000000	-0.387276	-0.468034	-0.080758	-0.223764	-0.165333	0.058430	1.0000	0
chr1:98000000-98500000	chr1	98000000	98500000	-0.889732	-1.000743	-0.111012	-0.192688	-0.388576	-0.195888	1.0000	1
chr1:98500000-99000000	chr1	98500000	99000000	-0.685994	-0.595602	0.090392	-0.192725	-0.427205	-0.234480	1.0000	0
chr1:99000000-99500000	chr1	99000000	99500000	0.523150	0.684089	0.160939	0.725745	0.749729	0.023984	1.0000	2
chr1:99500000-100000000	chr1	99500000	100000000	0.444125	0.481374	0.037249	0.564824	0.487949	-0.076874	1.0000	1
chr1:100000000-100500000	chr1	100000000	100500000	-0.229539	-0.357381	-0.127842	-0.063586	-0.247429	-0.183844	1.0000	4
chr1:100500000-101000000	chr1	100500000	101000000	-0.211198	-0.505931	-0.294733	-0.086623	-0.287650	-0.201027	1.0000	7
chr1:101000000-101500000	chr1	101000000	101500000	-0.411365	-0.623060	-0.211695	-0.367873	-0.376162	-0.008289	1.0000	5
chr1:101500000-102000000	chr1	101500000	102000000	-0.321317	-0.310601	0.010715	-0.068947	-0.186659	-0.117713	1.0000	1
chr1:102000000-102500000	chr1	102000000	102500000	0.549085	0.827170	0.278085	0.836621	1.151723	0.315102	1.0000	1
chr1:102500000-103000000	chr1	102500000	103000000	0.433339	0.647347	0.214008	0.712851	1.234987	0.522136	1.0000	0
chr1:103000000-103500000	chr1	103000000	103500000	-0.159355	-0.233327	-0.073972	0.121569	0.265779	0.144210	1.0000	0
chr1:103500000-104000000	chr1	103500000	104000000	-0.336732	-0.100328	0.236404	0.102712	0.452699	0.349986	0.7600	1
chr1:104000000-104500000	chr1	104000000	104500000	0.121485	0.570757	0.449272	0.676342	1.201214	0.524872	0.6600	6
chr1:104500000-105000000	chr1	104500000	105000000	0.605045	0.718053	0.113008	0.841050	1.273139	0.432089	1.0000	0
chr1:105000000-105500000	chr1	105000000	105500000	0.343903	0.723759	0.379856	0.817217	1.141163	0.323945	1.0000	0
chr1:105500000-106000000	chr1	105500000	106000000	0.297740	0.484919	0.187179	0.521442	1.382548	0.861106	1.0000	0
chr1:106000000-106500000	chr1	106000000	106500000	0.313383	0.380156	0.066773	0.409433	1.191185	0.781752	1.0000	0
chr1:106500000-107000000	chr1	106500000	107000000	0.666300	0.856132	0.189832	0.782422	1.350401	0.567979	1.0000	0
chr1:107000000-107500000	chr1	107000000	107500000	0.722189	0.852911	0.130722	0.712542	0.960142	0.247601	1.0000	0
chr1:107500000-108000000	chr1	107500000	108000000	0.712353	0.814421	0.102068	0.757521	0.962279	0.204758	1.0000	2
chr1:108000000-108500000	chr1	108000000	108500000	0.857441	0.841403	-0.016038	0.803087	0.937629	0.134542	1.0000	0
