set,context,dep_gene,tested,replicated,result
primary,EXPR_LOW:ZEB1,ELMO2,True,False,"{""res"": {""beta"": 0.033545915734020944, ""r"": 0.10635362837009271, ""p_two_sided"": 0.022383850458928975, ""se"": 0.014638980371392505, ""df"": 459, ""n"": 509, ""n_pos"": 196, ""n_neg"": 313, ""dep_sd"": 0.13172703714701176}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.011191925229464487, ""d_discovery_shrunken"": 0.6049261501041742, ""d_holdout"": 0.25466234161619067, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:KLHL5,CCND2,True,True,"{""res"": {""beta"": -0.16056555402655698, ""r"": -0.1407021424335526, ""p_two_sided"": 0.0005298895982974539, ""se"": 0.046086362221358784, ""df"": 601, ""n"": 657, ""n_pos"": 22, ""n_neg"": 635, ""dep_sd"": 0.20997692007416344}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.00026494479914872693, ""d_discovery_shrunken"": 0.6456803931957537, ""d_holdout"": 0.7646819182310396, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:PHC1,KLF5,True,True,"{""res"": {""beta"": -0.19087934073289292, ""r"": -0.16155617079441512, ""p_two_sided"": 6.743495196696434e-05, ""se"": 0.04756146615271451, ""df"": 601, ""n"": 657, ""n_pos"": 18, ""n_neg"": 639, ""dep_sd"": 0.19810186807526023}, ""rep"": {""same_sign"": true, ""p_one_sided"": 3.371747598348217e-05, ""d_discovery_shrunken"": 0.5066606077230081, ""d_holdout"": 0.963541346618582, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:AJUBA,KTI12,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:APOL1,CFLAR,True,True,"{""res"": {""beta"": 0.13119817151497434, ""r"": 0.23752260573891854, ""p_two_sided"": 3.7380050167753825e-09, ""se"": 0.021922974504755117, ""df"": 599, ""n"": 655, ""n_pos"": 191, ""n_neg"": 464, ""dep_sd"": 0.2377515329521958}, ""rep"": {""same_sign"": true, ""p_one_sided"": 1.8690025083876913e-09, ""d_discovery_shrunken"": 0.36282984502025567, ""d_holdout"": 0.5518289194011383, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:SYDE1,SNAP23,True,False,"{""res"": {""beta"": -0.010671887406690518, ""r"": -0.020860105745542184, ""p_two_sided"": 0.641360988693937, ""se"": 0.022897071760468256, ""df"": 499, ""n"": 551, ""n_pos"": 160, ""n_neg"": 391, ""dep_sd"": 0.19949837104458856}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.3206804943469685, ""d_discovery_shrunken"": 0.382869841221404, ""d_holdout"": 0.05349360674381303, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:SLC16A3,SLC16A1,True,False,"{""res"": {""beta"": 0.04556394408840355, ""r"": 0.08204406120150419, ""p_two_sided"": 0.07845089120245478, ""se"": 0.02583456827580968, ""df"": 459, ""n"": 509, ""n_pos"": 30, ""n_neg"": 479, ""dep_sd"": 0.12377003125488821}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.9607745543987726, ""d_discovery_shrunken"": 0.8575089347103607, ""d_holdout"": 0.36813389821782105, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:FAM229B,KLF5,True,True,"{""res"": {""beta"": -0.07344918509617387, ""r"": -0.09753679138717697, ""p_two_sided"": 0.01658122812346487, ""se"": 0.030570713683952266, ""df"": 601, ""n"": 657, ""n_pos"": 51, ""n_neg"": 606, ""dep_sd"": 0.19810186807526023}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.008290614061732435, ""d_discovery_shrunken"": 0.49463693080455795, ""d_holdout"": 0.37076472730822524, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:SEPTIN5,RAB6A,True,True,"{""res"": {""beta"": -0.1712337734870594, ""r"": -0.23774034758257545, ""p_two_sided"": 3.2069205382473055e-09, ""se"": 0.02849010949270564, ""df"": 603, ""n"": 659, ""n_pos"": 134, ""n_neg"": 525, ""dep_sd"": 0.25634400910999583}, ""rep"": {""same_sign"": true, ""p_one_sided"": 1.6034602691236527e-09, ""d_discovery_shrunken"": 0.4745626895628934, ""d_holdout"": 0.6679843000098509, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:BICDL1,ELMO2,True,False,"{""res"": {""beta"": -0.016848795328591838, ""r"": -0.046900289367846036, ""p_two_sided"": 0.31498783738205555, ""se"": 0.01674976886497673, ""df"": 459, ""n"": 509, ""n_pos"": 130, ""n_neg"": 379, ""dep_sd"": 0.13172703714701176}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.15749391869102777, ""d_discovery_shrunken"": 0.5819580497315572, ""d_holdout"": 0.12790688755709295, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:GPX8,IRS2,True,False,"{""res"": {""beta"": -0.01694872545196913, ""r"": -0.029115012953743476, ""p_two_sided"": 0.4761995357753438, ""se"": 0.023775107843153315, ""df"": 599, ""n"": 655, ""n_pos"": 110, ""n_neg"": 545, ""dep_sd"": 0.149781379853179}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.2380997678876719, ""d_discovery_shrunken"": 0.5505881849063541, ""d_holdout"": 0.11315642484121104, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:ZEB1,ITGAV,True,True,"{""res"": {""beta"": 0.2278449298946147, ""r"": 0.2404351466501669, ""p_two_sided"": 2.2337474479798364e-09, ""se"": 0.03752093411968992, ""df"": 601, ""n"": 657, ""n_pos"": 240, ""n_neg"": 417, ""dep_sd"": 0.44067369675082574}, ""rep"": {""same_sign"": true, ""p_one_sided"": 1.1168737239899182e-09, ""d_discovery_shrunken"": 0.4816103524018618, ""d_holdout"": 0.5170377346652646, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:PALM2AKAP2,MRPS11,True,True,"{""res"": {""beta"": -0.10006635458994725, ""r"": -0.13286679221892383, ""p_two_sided"": 0.028752909663595453, ""se"": 0.04551219914933651, ""df"": 269, ""n"": 310, ""n_pos"": 33, ""n_neg"": 277, ""dep_sd"": 0.21869279929883115}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.014376454831797726, ""d_discovery_shrunken"": 0.45946398251143034, ""d_holdout"": 0.4575658408085596, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:HSPG2,EP300,True,False,"{""res"": {""beta"": -0.017473435722836463, ""r"": -0.011681459693019416, ""p_two_sided"": 0.7746750306542656, ""se"": 0.06101186811233277, ""df"": 601, ""n"": 657, ""n_pos"": 27, ""n_neg"": 630, ""dep_sd"": 0.26596603958472165}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.3873375153271328, ""d_discovery_shrunken"": 0.41583018078957396, ""d_holdout"": 0.06569799569192901, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:KATNAL1,STXBP3,True,True,"{""res"": {""beta"": -0.05979534635253504, ""r"": -0.10831006117913686, ""p_two_sided"": 0.07507483881912669, ""se"": 0.033462625710181826, ""df"": 269, ""n"": 310, ""n_pos"": 30, ""n_neg"": 280, ""dep_sd"": 0.16184228617954435}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.037537419409563344, ""d_discovery_shrunken"": 0.6777341227880919, ""d_holdout"": 0.36946676770370984, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:ELOVL5,TCF7L2,True,True,"{""res"": {""beta"": -0.10839511046074363, ""r"": -0.08613219455959514, ""p_two_sided"": 0.03446323949195299, ""se"": 0.051143444697211035, ""df"": 601, ""n"": 657, ""n_pos"": 19, ""n_neg"": 638, ""dep_sd"": 0.1911146291361275}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.017231619745976496, ""d_discovery_shrunken"": 0.7322052906055201, ""d_holdout"": 0.5671732768480834, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:SYDE1,ITGAV,True,True,"{""res"": {""beta"": 0.16280625852917696, ""r"": 0.1465895240934699, ""p_two_sided"": 0.0003041727392796892, ""se"": 0.04481401905872148, ""df"": 601, ""n"": 657, ""n_pos"": 195, ""n_neg"": 462, ""dep_sd"": 0.44067369675082574}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0001520863696398446, ""d_discovery_shrunken"": 0.4623207496218087, ""d_holdout"": 0.369448550547899, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:PALM2AKAP2,MRPL33,False,False,"{""res"": null, ""rep"": null}"
primary,EXPR_LOW:MICALL2,FDPS,True,True,"{""res"": {""beta"": -0.15503664515742543, ""r"": -0.09943118534604307, ""p_two_sided"": 0.014580784286494203, ""se"": 0.0632873610739326, ""df"": 601, ""n"": 657, ""n_pos"": 27, ""n_neg"": 630, ""dep_sd"": 0.2409541974235899}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.007290392143247101, ""d_discovery_shrunken"": 0.45351751858501255, ""d_holdout"": 0.64342786643752, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:DNAJB5,SNAP23,True,False,"{""res"": {""beta"": -0.028368212932425186, ""r"": -0.04171080601637094, ""p_two_sided"": 0.35149797281287004, ""se"": 0.030419705355518953, ""df"": 499, ""n"": 551, ""n_pos"": 58, ""n_neg"": 493, ""dep_sd"": 0.19949837104458856}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.17574898640643502, ""d_discovery_shrunken"": 0.3531916845976959, ""d_holdout"": 0.14219771712363904, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:RELB,FDPS,True,True,"{""res"": {""beta"": -0.09230838424201729, ""r"": -0.07456755097170924, ""p_two_sided"": 0.06727479061756463, ""se"": 0.050355076033850914, ""df"": 601, ""n"": 657, ""n_pos"": 29, ""n_neg"": 628, ""dep_sd"": 0.2409541974235899}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.03363739530878231, ""d_discovery_shrunken"": 0.4520680691570466, ""d_holdout"": 0.3830951493230975, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:FERMT1,FERMT2,True,True,"{""res"": {""beta"": -0.09446960431421769, ""r"": -0.1430437074637042, ""p_two_sided"": 0.0012679732362662636, ""se"": 0.029144063239979062, ""df"": 503, ""n"": 555, ""n_pos"": 149, ""n_neg"": 406, ""dep_sd"": 0.3044706607111195}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0006339866181331318, ""d_discovery_shrunken"": 0.346457624255382, ""d_holdout"": 0.3102749016722175, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:SP100,TXNRD1,True,False,"{""res"": {""beta"": 0.04545267782561545, ""r"": 0.06802524460659529, ""p_two_sided"": 0.09486231987243808, ""se"": 0.027169644143957363, ""df"": 602, ""n"": 658, ""n_pos"": 49, ""n_neg"": 609, ""dep_sd"": 0.1444589275998435}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.952568840063781, ""d_discovery_shrunken"": 0.4027736559470665, ""d_holdout"": 0.31464083653951125, ""magnitude_ok"": true, ""replicated"": false}}"
primary,EXPR_LOW:CHMP4C,TXNRD1,True,False,"{""res"": {""beta"": 0.017548713402377285, ""r"": 0.03645853612232745, ""p_two_sided"": 0.37107514733424535, ""se"": 0.01960464485209222, ""df"": 602, ""n"": 658, ""n_pos"": 188, ""n_neg"": 470, ""dep_sd"": 0.1444589275998435}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.8144624263328774, ""d_discovery_shrunken"": 0.3943564151748072, ""d_holdout"": 0.12147891233823818, ""magnitude_ok"": false, ""replicated"": false}}"
primary,EXPR_LOW:CCDC88A,FOXA1,True,True,"{""res"": {""beta"": -0.261414655473307, ""r"": -0.27557541746759906, ""p_two_sided"": 5.706448233772866e-12, ""se"": 0.037196483266043655, ""df"": 601, ""n"": 657, ""n_pos"": 45, ""n_neg"": 612, ""dep_sd"": 0.24416735459963215}, ""rep"": {""same_sign"": true, ""p_one_sided"": 2.853224116886433e-12, ""d_discovery_shrunken"": 0.719057484670523, ""d_holdout"": 1.0706372107031086, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:EVL,KRAS,True,True,"{""res"": {""beta"": -0.1359892773933703, ""r"": -0.10590009531318795, ""p_two_sided"": 0.009140750967827087, ""se"": 0.05199967521177327, ""df"": 603, ""n"": 659, ""n_pos"": 70, ""n_neg"": 589, ""dep_sd"": 0.3992857559887101}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.004570375483913544, ""d_discovery_shrunken"": 0.34548410003149715, ""d_holdout"": 0.3405813389376591, ""magnitude_ok"": true, ""replicated"": true}}"
primary,EXPR_LOW:PLEKHA6,TXNRD1,True,False,"{""res"": {""beta"": 0.010375085326820712, ""r"": 0.027575688027190553, ""p_two_sided"": 0.4987637344137928, ""se"": 0.015328578728550094, ""df"": 602, ""n"": 658, ""n_pos"": 220, ""n_neg"": 438, ""dep_sd"": 0.1444589275998435}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.7506181327931036, ""d_discovery_shrunken"": 0.38941216808557666, ""d_holdout"": 0.07182031252204832, ""magnitude_ok"": false, ""replicated"": false}}"
placebo,MUT_DAM:COL6A5,BMP8B,True,False,"{""res"": {""beta"": -0.004542658537111865, ""r"": -0.004017017559200854, ""p_two_sided"": 0.9317532427225205, ""se"": 0.053014804045682457, ""df"": 455, ""n"": 503, ""n_pos"": 10, ""n_neg"": 493, ""dep_sd"": 0.16083968084923903}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.46587662136126023, ""d_discovery_shrunken"": 0.9185345519410827, ""d_holdout"": 0.02824339437336901, ""magnitude_ok"": false, ""replicated"": false}}"
placebo,EXPR_LOW:CIBAR1,MICOS10,False,False,"{""res"": null, ""rep"": null}"
placebo,EXPR_LOW:ARMCX5,IRF4,True,False,"{""res"": {""beta"": 0.012385448352832827, ""r"": 0.014468696169133956, ""p_two_sided"": 0.7229076403673913, ""se"": 0.034914002340863434, ""df"": 601, ""n"": 657, ""n_pos"": 22, ""n_neg"": 635, ""dep_sd"": 0.17442346510185977}, ""rep"": {""same_sign"": false, ""p_one_sided"": 0.6385461798163043, ""d_discovery_shrunken"": 0.4103398042669277, ""d_holdout"": 0.07100792514126454, ""magnitude_ok"": false, ""replicated"": false}}"
placebo,EXPR_LOW:FHL2,IRF4,True,False,"{""res"": {""beta"": 0.025024887021055393, ""r"": 0.03184700808689915, ""p_two_sided"": 0.435030544860142, ""se"": 0.032036561868621125, ""df"": 601, ""n"": 657, ""n_pos"": 54, ""n_neg"": 603, ""dep_sd"": 0.17442346510185977}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.217515272430071, ""d_discovery_shrunken"": 0.40427809319104085, ""d_holdout"": 0.14347202084559763, ""magnitude_ok"": false, ""replicated"": false}}"
gold,MUT_DAM:SMARCA4,SMARCA2,True,True,"{""res"": {""beta"": -0.3924695529863849, ""r"": -0.37295417560665356, ""p_two_sided"": 2.8585495978482646e-21, ""se"": 0.03989465803618776, ""df"": 599, ""n"": 654, ""n_pos"": 50, ""n_neg"": 604, ""dep_sd"": 0.27045035703030873}, ""rep"": {""same_sign"": true, ""p_one_sided"": 1.4292747989241323e-21, ""d_discovery_shrunken"": 1.333351108216273, ""d_holdout"": 1.451170400719426, ""magnitude_ok"": true, ""replicated"": true}}"
gold,MUT_DAM:APC,CTNNB1,True,False,"{""res"": {""beta"": -0.21307532501268547, ""r"": -0.0982591426732903, ""p_two_sided"": 0.015791720579432733, ""se"": 0.08802706879465519, ""df"": 601, ""n"": 656, ""n_pos"": 47, ""n_neg"": 609, ""dep_sd"": 0.5398968143438415}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.007895860289716367, ""d_discovery_shrunken"": 0.8451974063913412, ""d_holdout"": 0.3946593485120755, ""magnitude_ok"": false, ""replicated"": false}}"
gold,MUT_DAM:RB1,CCND1,True,True,"{""res"": {""beta"": 0.3389987823261181, ""r"": 0.18407931041030967, ""p_two_sided"": 5.369201923734133e-06, ""se"": 0.07383636240644917, ""df"": 601, ""n"": 656, ""n_pos"": 36, ""n_neg"": 620, ""dep_sd"": 0.4357654737400232}, ""rep"": {""same_sign"": true, ""p_one_sided"": 2.6846009618670666e-06, ""d_discovery_shrunken"": 0.6597981988717214, ""d_holdout"": 0.777938599441139, ""magnitude_ok"": true, ""replicated"": true}}"
gold,MUT_HOT:RB1,CCND1,True,True,"{""res"": {""beta"": 0.3436160518269567, ""r"": 0.11934003077433486, ""p_two_sided"": 0.0033361741431396884, ""se"": 0.11660984219855823, ""df"": 601, ""n"": 656, ""n_pos"": 12, ""n_neg"": 644, ""dep_sd"": 0.4357654737400232}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.0016680870715698442, ""d_discovery_shrunken"": 0.44327190480290296, ""d_holdout"": 0.7885343666119756, ""magnitude_ok"": true, ""replicated"": true}}"
gold,EXPR_LOW:MLH1,WRN,True,True,"{""res"": {""beta"": -0.4520084918513333, ""r"": -0.23068981332263216, ""p_two_sided"": 1.0010600602159737e-08, ""se"": 0.07776890513893857, ""df"": 601, ""n"": 657, ""n_pos"": 18, ""n_neg"": 639, ""dep_sd"": 0.32906798530086157}, ""rep"": {""same_sign"": true, ""p_one_sided"": 5.005300301079868e-09, ""d_discovery_shrunken"": 1.9602549917096028, ""d_holdout"": 1.3736021492278236, ""magnitude_ok"": true, ""replicated"": true}}"
gold,SIG:MSI_HIGH,WRN,True,True,"{""res"": {""beta"": -0.5481990442781164, ""r"": -0.31690055373810583, ""p_two_sided"": 1.7375183803777454e-15, ""se"": 0.06703788769382257, ""df"": 599, ""n"": 654, ""n_pos"": 53, ""n_neg"": 601, ""dep_sd"": 0.33045206014256717}, ""rep"": {""same_sign"": true, ""p_one_sided"": 8.687591901888727e-16, ""d_discovery_shrunken"": 1.3867297611720932, ""d_holdout"": 1.6589366821971285, ""magnitude_ok"": true, ""replicated"": true}}"
gold,EXPR_LOW:RPP25,RPP25L,False,False,"{""res"": null, ""rep"": null}"
gold,EXPR_LOW:TTC7B,TTC7A,True,False,"{""res"": {""beta"": -0.1165348352479373, ""r"": -0.1681316039206752, ""p_two_sided"": 0.000163608856223044, ""se"": 0.030678828510161293, ""df"": 496, ""n"": 548, ""n_pos"": 34, ""n_neg"": 514, ""dep_sd"": 0.15793510494332882}, ""rep"": {""same_sign"": true, ""p_one_sided"": 8.1804428111522e-05, ""d_discovery_shrunken"": 1.8389906432174288, ""d_holdout"": 0.7378653105004932, ""magnitude_ok"": false, ""replicated"": false}}"
gold,EXPR_LOW:CYB5A,CYB5B,True,False,"{""res"": {""beta"": -0.060590753418770786, ""r"": -0.06959884390241405, ""p_two_sided"": 0.14635518112020593, ""se"": 0.04163947850556963, ""df"": 435, ""n"": 485, ""n_pos"": 18, ""n_neg"": 467, ""dep_sd"": 0.17045324681997234}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.07317759056010296, ""d_discovery_shrunken"": 1.1082400840783249, ""d_holdout"": 0.35546846158210726, ""magnitude_ok"": false, ""replicated"": false}}"
gold,MUT_HOT:BRAF,MAPK1,True,True,"{""res"": {""beta"": -0.18580455821718764, ""r"": -0.19197148517664384, ""p_two_sided"": 2.049138938334482e-06, ""se"": 0.0387461610981044, ""df"": 601, ""n"": 656, ""n_pos"": 63, ""n_neg"": 593, ""dep_sd"": 0.2199844005377169}, ""rep"": {""same_sign"": true, ""p_one_sided"": 1.024569469167241e-06, ""d_discovery_shrunken"": 0.9459802853221689, ""d_holdout"": 0.8446260633163895, ""magnitude_ok"": true, ""replicated"": true}}"
gold,MUT_DAM:ARID1A,ARID1B,True,True,"{""res"": {""beta"": -0.28322129127061396, ""r"": -0.36193327170089357, ""p_two_sided"": 4.86201136905521e-20, ""se"": 0.029805399209257243, ""df"": 599, ""n"": 654, ""n_pos"": 79, ""n_neg"": 575, ""dep_sd"": 0.22371870719219053}, ""rep"": {""same_sign"": true, ""p_one_sided"": 2.431005684527605e-20, ""d_discovery_shrunken"": 1.0525531184094779, ""d_holdout"": 1.265970534271443, ""magnitude_ok"": true, ""replicated"": true}}"
gold,MUT_DAM:STAG2,STAG1,True,False,"{""res"": {""beta"": -0.032622362673975336, ""r"": -0.0318375549578708, ""p_two_sided"": 0.6004442032740778, ""se"": 0.06221152393473422, ""df"": 271, ""n"": 309, ""n_pos"": 6, ""n_neg"": 303, ""dep_sd"": 0.15493384733146892}, ""rep"": {""same_sign"": true, ""p_one_sided"": 0.3002221016370389, ""d_discovery_shrunken"": 1.3048492787848383, ""d_holdout"": 0.210556719760417, ""magnitude_ok"": false, ""replicated"": false}}"
gold,MUT_HOT:BRAF,BRAF,True,True,"{""res"": {""beta"": -0.6648031885680429, ""r"": -0.5432473456062051, ""p_two_sided"": 1.3635304626935176e-47, ""se"": 0.041909893197318464, ""df"": 601, ""n"": 656, ""n_pos"": 63, ""n_neg"": 593, ""dep_sd"": 0.3113231544145184}, ""rep"": {""same_sign"": true, ""p_one_sided"": 6.817652313467588e-48, ""d_discovery_shrunken"": 2.0499218487576605, ""d_holdout"": 2.135411963874924, ""magnitude_ok"": true, ""replicated"": true}}"
gold,MUT_HOT:NRAS,NRAS,True,True,"{""res"": {""beta"": -0.9542114389957388, ""r"": -0.6988125262168747, ""p_two_sided"": 1.645922652831429e-89, ""se"": 0.03984170189430656, ""df"": 601, ""n"": 656, ""n_pos"": 31, ""n_neg"": 625, ""dep_sd"": 0.2806769098971022}, ""rep"": {""same_sign"": true, ""p_one_sided"": 8.229613264157146e-90, ""d_discovery_shrunken"": 3.502362883224851, ""d_holdout"": 3.3996791518958873, ""magnitude_ok"": true, ""replicated"": true}}"
gold,MUT_HOT:PIK3CA,PIK3CA,True,True,"{""res"": {""beta"": -0.37615694670799865, ""r"": -0.47155335582470453, ""p_two_sided"": 1.0347701329256224e-34, ""se"": 0.028693900606207617, ""df"": 601, ""n"": 656, ""n_pos"": 84, ""n_neg"": 572, ""dep_sd"": 0.25904660631677107}, ""rep"": {""same_sign"": true, ""p_one_sided"": 5.173850664628112e-35, ""d_discovery_shrunken"": 1.3308970681353498, ""d_holdout"": 1.452082125515364, ""magnitude_ok"": true, ""replicated"": true}}"
gold,MUT_HOT:KRAS,KRAS,True,True,"{""res"": {""beta"": -0.6849239322255022, ""r"": -0.5969305589620743, ""p_two_sided"": 1.7346476718004657e-59, ""se"": 0.037550372123195744, ""df"": 601, ""n"": 656, ""n_pos"": 111, ""n_neg"": 545, ""dep_sd"": 0.3998715980967132}, ""rep"": {""same_sign"": true, ""p_one_sided"": 8.673238359002328e-60, ""d_discovery_shrunken"": 1.7685710598866744, ""d_holdout"": 1.7128596666669136, ""magnitude_ok"": true, ""replicated"": true}}"
