tile_id	chrom	start	tss_count	gc	n_frac	cpg_n
chr1:52000000-52500000	chr1	52000000	2	0.41204	0	3
chr1:52500000-53000000	chr1	52500000	8	0.41367	0	6
chr1:53000000-53500000	chr1	53000000	7	0.39771	0	2
chr1:53500000-54000000	chr1	53500000	3	0.403668	0	2
chr1:54000000-54500000	chr1	54000000	4	0.407636	0	3
chr1:54500000-55000000	chr1	54500000	2	0.419462	0	3
chr1:55000000-55500000	chr1	55000000	10	0.416326	0	7
chr1:55500000-56000000	chr1	55500000	1	0.407556	0	0
chr1:56000000-56500000	chr1	56000000	1	0.381294	0	0
chr1:56500000-57000000	chr1	56500000	3	0.404008	0	4
chr1:57000000-57500000	chr1	57000000	6	0.413492	0	2
chr1:57500000-58000000	chr1	57500000	3	0.425896	0	3
chr1:58000000-58500000	chr1	58000000	8	0.437038	0	3
chr1:58500000-59000000	chr1	58500000	9	0.421134	0	6
chr1:59000000-59500000	chr1	59000000	7	0.435168	0	3
chr1:59500000-60000000	chr1	59500000	7	0.416748	0	4
chr1:60000000-60500000	chr1	60000000	6	0.393612	0	5
chr1:60500000-61000000	chr1	60500000	4	0.411666	0	1
chr1:61000000-61500000	chr1	61000000	1	0.411766	0	0
chr1:61500000-62000000	chr1	61500000	1	0.392872	0	1
chr1:62000000-62500000	chr1	62000000	1	0.392222	0	0
chr1:62500000-63000000	chr1	62500000	2	0.439476	0	2
chr1:63000000-63500000	chr1	63000000	8	0.420306	0	6
chr1:63500000-64000000	chr1	63500000	6	0.412598	0	0
chr1:64000000-64500000	chr1	64000000	2	0.425046	0	1
chr1:64500000-65000000	chr1	64500000	7	0.424388	0	6
chr1:65000000-65500000	chr1	65000000	10	0.406694	0	2
chr1:65500000-66000000	chr1	65500000	1	0.385588	0	0
chr1:66000000-66500000	chr1	66000000	2	0.385418	0	2
chr1:66500000-67000000	chr1	66500000	4	0.39435	0	4
chr1:67000000-67500000	chr1	67000000	2	0.390376	0	1
chr1:67500000-68000000	chr1	67500000	0	0.38373	0	0
chr1:68000000-68500000	chr1	68000000	0	0.362404	0	0
chr1:68500000-69000000	chr1	68500000	0	0.358126	0	0
chr1:69000000-69500000	chr1	69000000	1	0.388498	0	3
chr1:69500000-70000000	chr1	69500000	2	0.388406	0	1
chr1:70000000-70500000	chr1	70000000	0	0.378214	0	0
chr1:70500000-71000000	chr1	70500000	1	0.38631	0	0
chr1:71000000-71500000	chr1	71000000	2	0.398092	0	1
chr1:71500000-72000000	chr1	71500000	4	0.422724	0	2
chr1:72000000-72500000	chr1	72000000	8	0.442396	0	5
chr1:72500000-73000000	chr1	72500000	6	0.446618	0	7
chr1:73000000-73500000	chr1	73000000	6	0.427256	0	0
chr1:73500000-74000000	chr1	73500000	2	0.446892	0	1
chr1:74000000-74500000	chr1	74000000	16	0.474216	0	9
chr1:74500000-75000000	chr1	74500000	19	0.46671	0	20
chr1:75000000-75500000	chr1	75000000	23	0.49138	0.132	23
chr1:75500000-76000000	chr1	75500000	4	0.445662	0	4
chr1:76000000-76500000	chr1	76000000	1	0.40975	0	0
chr1:76500000-77000000	chr1	76500000	1	0.394854	0	0
chr1:77000000-77500000	chr1	77000000	1	0.414714	0	0
chr1:77500000-78000000	chr1	77500000	1	0.40898	0	1
chr1:78000000-78500000	chr1	78000000	5	0.42755	0	7
chr1:78500000-79000000	chr1	78500000	4	0.4253	0.003926	2
chr1:79000000-79500000	chr1	79000000	2	0.39628	0	0
chr1:79500000-80000000	chr1	79500000	4	0.427606	0	4
chr1:80000000-80500000	chr1	80000000	3	0.404088	0	0
chr1:80500000-81000000	chr1	80500000	1	0.39316	0	1
chr1:81000000-81500000	chr1	81000000	1	0.381896	0	0
chr1:81500000-82000000	chr1	81500000	0	0.388218	0	0
chr1:82000000-82500000	chr1	82000000	3	0.41786	0	3
chr1:82500000-83000000	chr1	82500000	6	0.423118	0	2
chr1:83000000-83500000	chr1	83000000	5	0.405464	0	0
chr1:83500000-84000000	chr1	83500000	0	0.395508	0	0
chr1:84000000-84500000	chr1	84000000	2	0.41351	0	1
chr1:84500000-85000000	chr1	84500000	5	0.426212	0	3
chr1:85000000-85500000	chr1	85000000	7	0.439397	0.2	0
chr1:85500000-86000000	chr1	85500000	11	0.447802	0	2
chr1:86000000-86500000	chr1	86000000	14	0.460288	0	9
chr1:86500000-87000000	chr1	86500000	5	0.430426	0	6
chr1:87000000-87500000	chr1	87000000	12	0.463284	0	8
chr1:87500000-88000000	chr1	87500000	9	0.45586	0	3
chr1:88000000-88500000	chr1	88000000	18	0.445762	0	3
chr1:88500000-89000000	chr1	88500000	4	0.455634	0	1
chr1:89000000-89500000	chr1	89000000	4	0.467458	0	2
chr1:89500000-90000000	chr1	89500000	2	0.484706	0	8
chr1:90000000-90500000	chr1	90000000	3	0.470746	0	0
chr1:90500000-91000000	chr1	90500000	6	0.468336	0	2
chr1:91000000-91500000	chr1	91000000	12	0.47824	0	10
chr1:91500000-92000000	chr1	91500000	2	0.478658	0	2
chr1:92000000-92500000	chr1	92000000	5	0.46709	0	2
chr1:92500000-93000000	chr1	92500000	19	0.480016	0	7
chr1:93000000-93500000	chr1	93000000	16	0.483794	0	9
chr1:93500000-94000000	chr1	93500000	12	0.453064	0	8
chr1:94000000-94500000	chr1	94000000	2	0.401188	0	0
chr1:94500000-95000000	chr1	94500000	1	0.370034	0	0
chr1:95000000-95500000	chr1	95000000	1	0.369468	0	1
chr1:95500000-96000000	chr1	95500000	3	0.370484	0	1
chr1:96000000-96500000	chr1	96000000	1	0.36606	0	0
chr1:96500000-97000000	chr1	96500000	4	0.380426	0	1
chr1:97000000-97500000	chr1	97000000	1	0.378706	0	0
chr1:97500000-98000000	chr1	97500000	3	0.39633	0	3
chr1:98000000-98500000	chr1	98000000	5	0.392714	0	1
chr1:98500000-99000000	chr1	98500000	1	0.38327	0	0
chr1:99000000-99500000	chr1	99000000	0	0.375272	0	0
chr1:99500000-100000000	chr1	99500000	1	0.37873	0	0
chr1:100000000-100500000	chr1	100000000	0	0.382118	0	0
chr1:100500000-101000000	chr1	100500000	0	0.387108	0	0
chr1:101000000-101500000	chr1	101000000	1	0.379616	0	0
chr1:101500000-102000000	chr1	101500000	0	0.376154	0	0
chr1:102000000-102500000	chr1	102000000	0	0.38472	0	0
chr1:102500000-103000000	chr1	102500000	0	0.376932	0	0
chr1:103000000-103500000	chr1	103000000	0	0.388258	0	0
chr1:103500000-104000000	chr1	103500000	0	0.369062	0	0
chr1:104000000-104500000	chr1	104000000	0	0.373928	0	0
chr1:104500000-105000000	chr1	104500000	1	0.389254	0	2
chr1:105000000-105500000	chr1	105000000	3	0.417368	0	1
chr1:105500000-106000000	chr1	105500000	5	0.407744	0	3
chr1:106000000-106500000	chr1	106000000	2	0.419602	0	1
chr1:106500000-107000000	chr1	106500000	7	0.421056	0	4
chr1:107000000-107500000	chr1	107000000	6	0.38927	0	0
chr1:107500000-108000000	chr1	107500000	4	0.388414	0	0
chr1:108000000-108500000	chr1	108000000	0	0.373058	0	0
chr1:108500000-109000000	chr1	108500000	0	0.36266	0	0
chr1:109000000-109500000	chr1	109000000	0	0.365674	0	0
chr1:109500000-110000000	chr1	109500000	1	0.364706	0	1
chr1:110000000-110500000	chr1	110000000	0	0.359842	0	0
chr1:110500000-111000000	chr1	110500000	1	0.359924	0	0
chr1:111000000-111500000	chr1	111000000	0	0.363072	0	0
chr1:111500000-112000000	chr1	111500000	1	0.371804	0	1
chr1:112000000-112500000	chr1	112000000	1	0.375074	0	1
chr1:112500000-113000000	chr1	112500000	0	0.383962	0	0
chr1:113000000-113500000	chr1	113000000	0	0.387484	0	0
chr1:113500000-114000000	chr1	113500000	0	0.39395	0	0
chr1:114000000-114500000	chr1	114000000	0	0.381928	0	0
chr1:114500000-115000000	chr1	114500000	0	0.379348	0	0
chr1:115000000-115500000	chr1	115000000	0	0.372282	0	0
chr1:115500000-116000000	chr1	115500000	1	0.382292	0	0
chr1:116000000-116500000	chr1	116000000	0	0.391116	0	0
chr1:116500000-117000000	chr1	116500000	0	0.380292	0	0
chr1:117000000-117500000	chr1	117000000	0	0.387554	0	0
chr1:117500000-118000000	chr1	117500000	1	0.390178	0	0
chr1:118000000-118500000	chr1	118000000	5	0.421356	0	5
chr1:118500000-119000000	chr1	118500000	2	0.47379	0	2
chr1:119000000-119500000	chr1	119000000	2	0.482858	0	3
chr1:119500000-120000000	chr1	119500000	7	0.417852	0	5
chr1:120000000-120500000	chr1	120000000	6	0.473054	0	4
chr1:120500000-121000000	chr1	120500000	2	0.443746	0	2
chr1:121000000-121500000	chr1	121000000	3	0.441754	0	3
chr1:121500000-122000000	chr1	121500000	2	0.419646	0	2
chr1:122000000-122500000	chr1	122000000	1	0.395088	0	0
chr1:122500000-123000000	chr1	122500000	0	0.389414	0	0
chr1:123000000-123500000	chr1	123000000	0	0.378994	0	0
chr1:123500000-124000000	chr1	123500000	0	0.379782	0	0
chr1:124000000-124500000	chr1	124000000	1	0.381602	0	1
chr1:124500000-125000000	chr1	124500000	0	0.393744	0	0
chr1:125000000-125500000	chr1	125000000	1	0.424222	0	1
chr1:125500000-126000000	chr1	125500000	3	0.434448	0	2
chr1:126000000-126500000	chr1	126000000	0	0.418972	0	1
chr1:126500000-127000000	chr1	126500000	1	0.429714	0	0
chr1:127000000-127500000	chr1	127000000	1	0.449388	0	1
chr1:127500000-128000000	chr1	127500000	7	0.434778	0	3
chr1:128000000-128500000	chr1	128000000	7	0.410844	0	5
chr1:128500000-129000000	chr1	128500000	1	0.44217	0	1
chr1:129000000-129500000	chr1	129000000	1	0.40213	0	1
chr1:129500000-130000000	chr1	129500000	0	0.386334	0	0
chr1:130000000-130500000	chr1	130000000	3	0.39867	0	0
chr1:130500000-131000000	chr1	130500000	14	0.430148	0	3
chr1:131000000-131500000	chr1	131000000	6	0.449084	0	5
chr1:131500000-132000000	chr1	131500000	11	0.454182	0	5
chr1:132000000-132500000	chr1	132000000	12	0.475118	0	10
chr1:132500000-133000000	chr1	132500000	5	0.484194	0	2
chr1:133000000-133500000	chr1	133000000	11	0.485956	0	7
chr1:133500000-134000000	chr1	133500000	8	0.461334	0	2
chr1:134000000-134500000	chr1	134000000	16	0.475282	0	11
chr1:134500000-135000000	chr1	134500000	6	0.452434	0	9
chr1:135000000-135500000	chr1	135000000	12	0.47817	0	7
chr1:135500000-136000000	chr1	135500000	8	0.49142	0	7
chr1:136000000-136500000	chr1	136000000	13	0.465822	0	9
chr1:136500000-137000000	chr1	136500000	4	0.444812	0	4
chr1:137000000-137500000	chr1	137000000	0	0.41289	0	0
chr1:137500000-138000000	chr1	137500000	2	0.386902	0	0
chr1:138000000-138500000	chr1	138000000	2	0.393266	0	0
chr1:138500000-139000000	chr1	138500000	7	0.410054	0	6
chr1:139000000-139500000	chr1	139000000	5	0.390672	0	2
chr1:139500000-140000000	chr1	139500000	5	0.378076	0	0
chr1:140000000-140500000	chr1	140000000	2	0.365444	0	0
chr1:140500000-141000000	chr1	140500000	1	0.37155	0	0
chr1:141000000-141500000	chr1	141000000	0	0.36704	0	0
chr1:141500000-142000000	chr1	141500000	0	0.361362	0	0
chr1:142000000-142500000	chr1	142000000	0	0.359744	0	0
chr1:142500000-143000000	chr1	142500000	0	0.369226	0	0
chr1:143000000-143500000	chr1	143000000	1	0.389707	0.1	0
chr1:143500000-144000000	chr1	143500000	5	0.39434	0	3
chr1:144000000-144500000	chr1	144000000	3	0.389462	0	1
chr1:144500000-145000000	chr1	144500000	2	0.366832	0	0
chr1:145000000-145500000	chr1	145000000	0	0.362932	0	0
chr1:145500000-146000000	chr1	145500000	0	0.36451	0	0
chr1:146000000-146500000	chr1	146000000	2	0.374	0	0
chr1:146500000-147000000	chr1	146500000	0	0.35001	0	0
chr1:147000000-147500000	chr1	147000000	0	0.363456	0	0
chr1:147500000-148000000	chr1	147500000	0	0.362226	0	0
chr1:148000000-148500000	chr1	148000000	0	0.36927	0	0
chr1:148500000-149000000	chr1	148500000	0	0.363272	0	0
chr1:149000000-149500000	chr1	149000000	0	0.372404	0	0
chr1:149500000-150000000	chr1	149500000	1	0.387954	0	0
chr1:150000000-150500000	chr1	150000000	8	0.394866	0	1
chr1:150500000-151000000	chr1	150500000	1	0.395804	0	1
chr1:151000000-151500000	chr1	151000000	6	0.42039	0	2
chr1:151500000-152000000	chr1	151500000	4	0.435042	0	3
chr1:152000000-152500000	chr1	152000000	3	0.431168	0	3
chr1:152500000-153000000	chr1	152500000	7	0.440556	0	4
chr1:153000000-153500000	chr1	153000000	5	0.44541	0	4
chr1:153500000-154000000	chr1	153500000	11	0.45068	0	3
chr1:154000000-154500000	chr1	154000000	4	0.42885	0	1
chr1:154500000-155000000	chr1	154500000	1	0.435028	0	1
chr1:155000000-155500000	chr1	155000000	6	0.4438	0	5
chr1:155500000-156000000	chr1	155500000	5	0.431546	0	5
chr1:156000000-156500000	chr1	156000000	7	0.438802	0.1	5
chr1:156500000-157000000	chr1	156500000	5	0.436484	0	4
chr1:157000000-157500000	chr1	157000000	5	0.409932	0	1
chr1:157500000-158000000	chr1	157500000	2	0.41502	0	0
chr1:158000000-158500000	chr1	158000000	2	0.413866	0	2
chr1:158500000-159000000	chr1	158500000	3	0.411962	0	0
chr1:159000000-159500000	chr1	159000000	4	0.402496	0	1
chr1:159500000-160000000	chr1	159500000	1	0.42862	0	0
chr1:160000000-160500000	chr1	160000000	7	0.410562	0	2
chr1:160500000-161000000	chr1	160500000	4	0.391976	0	2
chr1:161000000-161500000	chr1	161000000	11	0.415412	0	5
chr1:161500000-162000000	chr1	161500000	4	0.407236	0	3
chr1:162000000-162500000	chr1	162000000	5	0.414372	0	1
chr1:162500000-163000000	chr1	162500000	10	0.415436	0	3
chr1:163000000-163500000	chr1	163000000	3	0.399768	0	1
chr1:163500000-164000000	chr1	163500000	6	0.397192	0	2
chr1:164000000-164500000	chr1	164000000	12	0.425046	0	4
chr1:164500000-165000000	chr1	164500000	5	0.418366	0	0
chr1:165000000-165500000	chr1	165000000	8	0.428468	0	4
chr1:165500000-166000000	chr1	165500000	4	0.440636	0	5
chr1:166000000-166500000	chr1	166000000	9	0.438744	0	7
chr1:166500000-167000000	chr1	166500000	3	0.41468	0	0
chr1:167000000-167500000	chr1	167000000	7	0.456792	0	6
chr1:167500000-168000000	chr1	167500000	2	0.445108	8e-05	5
chr1:168000000-168500000	chr1	168000000	2	0.434948	0	0
chr1:168500000-169000000	chr1	168500000	0	0.395464	0	0
chr1:169000000-169500000	chr1	169000000	1	0.407354	0	0
chr1:169500000-170000000	chr1	169500000	6	0.417012	0	2
chr1:170000000-170500000	chr1	170000000	8	0.436658	0	3
chr1:170500000-171000000	chr1	170500000	8	0.441488	0	6
chr1:171000000-171500000	chr1	171000000	27	0.46768	1.2e-05	20
chr1:171500000-172000000	chr1	171500000	12	0.427936	0	2
chr1:172000000-172500000	chr1	172000000	16	0.466388	0	10
chr1:172500000-173000000	chr1	172500000	11	0.422292	0	3
chr1:173000000-173500000	chr1	173000000	11	0.397716	0	1
chr1:173500000-174000000	chr1	173500000	10	0.384	0	0
chr1:174000000-174500000	chr1	174000000	18	0.388014	0	0
chr1:174500000-175000000	chr1	174500000	2	0.400722	0	3
chr1:175000000-175500000	chr1	175000000	1	0.40386	0	1
chr1:175500000-176000000	chr1	175500000	7	0.421414	0	3
chr1:176000000-176500000	chr1	176000000	1	0.411522	0	1
chr1:176500000-177000000	chr1	176500000	5	0.412202	0	1
chr1:177000000-177500000	chr1	177000000	2	0.403628	0	5
chr1:177500000-178000000	chr1	177500000	6	0.428944	0	2
chr1:178000000-178500000	chr1	178000000	4	0.422264	0	6
chr1:178500000-179000000	chr1	178500000	1	0.454488	0	1
chr1:179000000-179500000	chr1	179000000	0	0.438272	0	0
chr1:179500000-180000000	chr1	179500000	7	0.438372	0	5
chr1:180000000-180500000	chr1	180000000	6	0.456556	0	4
chr1:180500000-181000000	chr1	180500000	11	0.467918	0	12
chr1:181000000-181500000	chr1	181000000	7	0.452074	0	4
chr1:181500000-182000000	chr1	181500000	3	0.432938	0	2
chr1:182000000-182500000	chr1	182000000	8	0.448422	0	5
chr1:182500000-183000000	chr1	182500000	5	0.470259	0.02022	2
chr1:183000000-183500000	chr1	183000000	6	0.450416	0.175158	6
chr1:183500000-184000000	chr1	183500000	1	0.430388	0.007862	0
chr1:184000000-184500000	chr1	184000000	2	0.433902	0	1
chr1:184500000-185000000	chr1	184500000	8	0.45109	0	7
chr1:185000000-185500000	chr1	185000000	12	0.444418	0	5
chr1:185500000-186000000	chr1	185500000	1	0.428186	0	0
chr1:186000000-186500000	chr1	186000000	1	0.419166	0	1
chr1:186500000-187000000	chr1	186500000	5	0.433042	0	4
chr1:187000000-187500000	chr1	187000000	4	0.423464	0	1
chr1:187500000-188000000	chr1	187500000	1	0.435018	0	2
chr1:188000000-188500000	chr1	188000000	2	0.415998	0	0
chr1:188500000-189000000	chr1	188500000	0	0.428206	0	0
chr1:189000000-189500000	chr1	189000000	3	0.435522	0	2
chr1:189500000-190000000	chr1	189500000	3	0.462912	0	3
chr1:190000000-190500000	chr1	190000000	3	0.460268	0	4
chr1:190500000-191000000	chr1	190500000	3	0.466784	0	4
chr1:191000000-191500000	chr1	191000000	13	0.467606	0	11
chr1:191500000-192000000	chr1	191500000	8	0.454837	0.000416	5
chr1:192000000-192500000	chr1	192000000	4	0.454677	0.11722	3
chr1:192500000-193000000	chr1	192500000	5	0.445166	0	4
chr1:193000000-193500000	chr1	193000000	9	0.455308	0	4
chr1:193500000-194000000	chr1	193500000	2	0.421546	0	0
chr1:194000000-194500000	chr1	194000000	1	0.405796	0	0
chr1:194500000-195000000	chr1	194500000	4	0.42142	0	2
chr1:195000000-195471971	chr1	195000000	6	0.398813	0.211877	1
chr2:0-500000	chr2	0	0	nan	1	0
chr2:500000-1000000	chr2	500000	0	nan	1	0
chr2:1000000-1500000	chr2	1000000	0	nan	1	0
chr2:1500000-2000000	chr2	1500000	0	nan	1	0
chr2:2000000-2500000	chr2	2000000	0	nan	1	0
chr2:2500000-3000000	chr2	2500000	0	nan	1	0
chr2:3000000-3500000	chr2	3000000	8	0.428044	0.1	5
chr2:3500000-4000000	chr2	3500000	3	0.43137	0	2
chr2:4000000-4500000	chr2	4000000	2	0.43802	0	1
chr2:4500000-5000000	chr2	4500000	5	0.447448	0	3
chr2:5000000-5500000	chr2	5000000	4	0.444326	0	4
chr2:5500000-6000000	chr2	5500000	8	0.436834	0	6
chr2:6000000-6500000	chr2	6000000	5	0.444888	0	3
chr2:6500000-7000000	chr2	6500000	1	0.405838	0	1
chr2:7000000-7500000	chr2	7000000	1	0.400988	0	0
chr2:7500000-8000000	chr2	7500000	0	0.382112	0	0
chr2:8000000-8500000	chr2	8000000	0	0.380046	0	0
chr2:8500000-9000000	chr2	8500000	1	0.37578	0	0
chr2:9000000-9500000	chr2	9000000	2	0.387916	0	0
chr2:9500000-10000000	chr2	9500000	4	0.433064	0	4
chr2:10000000-10500000	chr2	10000000	43	0.43303	0	5
chr2:10500000-11000000	chr2	10500000	14	0.414978	0	0
chr2:11000000-11500000	chr2	11000000	4	0.434042	0	2
chr2:11500000-12000000	chr2	11500000	6	0.425968	0	8
chr2:12000000-12500000	chr2	12000000	3	0.405076	0	2
chr2:12500000-13000000	chr2	12500000	1	0.391568	0	0
chr2:13000000-13500000	chr2	13000000	3	0.410246	0	3
chr2:13500000-14000000	chr2	13500000	3	0.402496	0	2
chr2:14000000-14500000	chr2	14000000	7	0.399758	0	2
chr2:14500000-15000000	chr2	14500000	3	0.400638	0	2
chr2:15000000-15500000	chr2	15000000	2	0.39347	0	1
chr2:15500000-16000000	chr2	15500000	1	0.371936	0	0
chr2:16000000-16500000	chr2	16000000	1	0.383972	0	1
chr2:16500000-17000000	chr2	16500000	0	0.382832	0	0
chr2:17000000-17500000	chr2	17000000	1	0.392356	0	0
chr2:17500000-18000000	chr2	17500000	3	0.425784	0	1
chr2:18000000-18500000	chr2	18000000	7	0.401458	0	8
chr2:18500000-19000000	chr2	18500000	7	0.427898	0	9
chr2:19000000-19500000	chr2	19000000	5	0.421738	0	4
chr2:19500000-20000000	chr2	19500000	4	0.408454	0	2
chr2:20000000-20500000	chr2	20000000	1	0.407538	0	0
chr2:20500000-21000000	chr2	20500000	2	0.423134	0	2
chr2:21000000-21500000	chr2	21000000	3	0.415132	0	4
chr2:21500000-22000000	chr2	21500000	0	0.396958	0	0
chr2:22000000-22500000	chr2	22000000	1	0.396925	0.148772	0
chr2:22500000-23000000	chr2	22500000	4	0.403058	0.083864	2
chr2:23000000-23500000	chr2	23000000	6	0.393148	0	5
chr2:23500000-24000000	chr2	23500000	1	0.384618	0	2
chr2:24000000-24500000	chr2	24000000	11	0.41864	0	2
chr2:24500000-25000000	chr2	24500000	7	0.450858	0	7
chr2:25000000-25500000	chr2	25000000	39	0.503992	0	25
chr2:25500000-26000000	chr2	25500000	26	0.490546	0	11
chr2:26000000-26500000	chr2	26000000	16	0.50609	0	16
chr2:26500000-27000000	chr2	26500000	23	0.468926	0	11
chr2:27000000-27500000	chr2	27000000	12	0.509308	0	7
chr2:27500000-28000000	chr2	27500000	4	0.505894	0	4
chr2:28000000-28500000	chr2	28000000	6	0.492362	0	5
chr2:28500000-29000000	chr2	28500000	11	0.491396	0	13
