context,drug,beta,r,se,beta_lb,p,n_models,df,q
EXPR_LOW:NOS1AP,Nilotinib,-0.5762486303669813,-0.221054905646564,0.1007305145586401,0.3788168218320465,1.6328252590592422e-08,702,637,0.0002927121064171
EXPR_LOW:RBM47,Nilotinib,-0.5719396998036106,-0.186147180111959,0.1196096699429434,0.3375047467154414,2.1608407946246073e-06,702,637,0.0052797518230723
EXPR_LOW:IL18,Niraparib,-0.649380225430541,-0.1887598126085128,0.1385009731746761,0.3779183180081757,3.4135465288346466e-06,659,595,0.006638425471873
EXPR_LOW:SP100,Nutlin-3a (-),-1.00740287152281,-0.1805378206758102,0.2159350489634505,0.5841701755544471,3.747336928503944e-06,711,646,0.0069400820615018
EXPR_LOW:IFI16,Nutlin-3a (-),-0.7084208829743094,-0.1972042553552021,0.1385624234847941,0.4368385329441129,4.190785717548845e-07,711,646,0.0020276081996645
EXPR_LOW:STK32A,Nutlin-3a (-),-0.6465818014030135,-0.1963306667608916,0.1270525519095978,0.3975587996602016,4.723468208383359e-07,711,646,0.002156883814566
EXPR_LOW:SAMD9,Nutlin-3a (-),-0.573249767494206,-0.1763192284083054,0.1259128382212178,0.326460604580619,6.328416616491638e-06,711,646,0.009183430081234
EXPR_LOW:IFIT3,Nutlin-3a (-),-0.5613623271773986,-0.1759362056497128,0.1235788305990829,0.319147819203196,6.6327690617131015e-06,711,646,0.0093851083024914
EXPR_LOW:LONRF3,Nutlin-3a (-),-0.4948725881435147,-0.1825204990808155,0.104883764348583,0.2893004100202919,2.9169623936569207e-06,711,646,0.0060249363840577
EXPR_LOW:CA5B,OTX015,-0.8218610308032863,-0.1874600896985206,0.176994828254328,0.4749511674248033,4.224591841611105e-06,656,592,0.0074409907554135
EXPR_LOW:ELOVL7,Olaparib,-0.4996596443037543,-0.2009075166490373,0.0958550800641456,0.3117836873780289,2.5084540955060786e-07,711,646,0.0015284449783385
EXPR_LOW:SLC16A1,Osimertinib,-2.0459645931114294,-0.2241146221237172,0.3522308641460082,1.3555920993852535,9.943912465489049e-09,703,638,0.0002154311069756
EXPR_LOW:LRRC49,Osimertinib,-0.8364490164050438,-0.183775613473903,0.1771253542480855,0.4892833220787961,2.86840866712701e-06,703,638,0.0059689104735356
EXPR_LOW:LIX1L,Osimertinib,-0.7081035526590482,-0.188544621527566,0.1460200029781769,0.4219043468218214,1.5578547776755243e-06,703,638,0.0043024506674053
EXPR_LOW:ZEB1,Osimertinib,-0.5673244262987756,-0.1869030110404543,0.1180547966512676,0.335937024862291,1.9255289636833156e-06,703,638,0.0049596131860675
MUT_HOT:NRAS,PD0325901,-1.487278550608602,-0.1982379583063941,0.2467705322839189,1.003608307332121,2.446482698715346e-09,956,888,7.889971193802433e-05
MUT_HOT:BRAF,PD0325901,-1.3873178717929917,-0.168051719891752,0.2730899621973474,0.8520615458861908,4.59920221711372e-07,956,888,0.0021169278971194
MUT_HOT:KRAS,PD0325901,-1.0840303967038905,-0.1760300520762638,0.2034290897625047,0.6853093807693811,1.25413025271908e-07,956,888,0.0009665309220694
EXPR_LOW:PDZRN3,PD0325901,-0.9183208527872256,-0.182816927651506,0.1943033228124357,0.5374863400748517,2.8090808109773985e-06,711,646,0.0059470040288129
EXPR_LOW:RIMS4,PD0325901,-0.8951786975847985,-0.1828185856282669,0.1894050025731582,0.5239448925414083,2.8084882918306508e-06,711,646,0.0059470040288129
EXPR_LOW:GFRA1,PD0325901,-0.8945786423837067,-0.1923353131777791,0.1795800086460414,0.5426018254374654,8.108740505293962e-07,711,646,0.0029907913456858
MUT_HOT:BRAF,PLX-4720,-2.1087740152822376,-0.3336981633860212,0.2005885847766694,1.7156203891199655,1.955191547370528e-24,950,882,1.906131881063907e-18
EXPR_LOW:CCDC148,Paclitaxel,-0.920624953509458,-0.2254221164870999,0.1574023432651081,0.6121163607098459,7.902404729118137e-09,704,639,0.0001856413877025
EXPR_LOW:NOS1AP,Paclitaxel,-0.7721197042889607,-0.2142241200653791,0.1392722569874132,0.4991460805936308,4.3298401634990386e-08,704,639,0.0005147799773312
EXPR_LOW:ABCB1,Paclitaxel,-0.7462755067132084,-0.1936078356612342,0.1495993853032882,0.4530607115187633,7.852528117826812e-07,704,639,0.0029500934421172
EXPR_LOW:CEACAM1,Paclitaxel,-0.6889277842778492,-0.1952440964911038,0.1369007253273843,0.4206023626361758,6.307464796603889e-07,704,639,0.0025939492297472
EXPR_LOW:CCDC96,Paclitaxel,-0.6834882918957516,-0.1906531015785291,0.139218436727091,0.410620155910653,1.1609017195645718e-06,704,639,0.0036986025281609
EXPR_LOW:RORA,Paclitaxel,-0.6220513005627641,-0.1830236125431102,0.1321813274084901,0.3629758988421235,3.098243795617872e-06,704,639,0.0062601091446595
EXPR_LOW:ARHGAP26,Palbociclib,-1.0011315838898036,-0.191670532372369,0.2016934805212664,0.6058123620681214,8.861995834073385e-07,711,646,0.003147406424264
EXPR_LOW:NAV2,Palbociclib,-0.7944917760789592,-0.2110668592181065,0.1447628948911269,0.5107565020923504,5.8368259281280024e-08,711,646,0.0005994632327286
EXPR_LOW:CHMP4C,Palbociclib,-0.7141910684654529,-0.1796248939139526,0.153889798946401,0.4125670625305068,4.201658088201235e-06,711,646,0.0074207066729204
EXPR_LOW:CLIC5,Palbociclib,-0.6542963297670594,-0.1940213473484072,0.1301596956073989,0.3991833263765575,6.46408972293352e-07,711,646,0.0026203296397528
EXPR_LOW:LAMB3,Palbociclib,-0.6480429770121474,-0.184610469518834,0.1357380392026061,0.3819964201750394,2.2334458693454386e-06,711,646,0.0053134151849735
EXPR_LOW:PRSS8,Palbociclib,-0.6383075575051473,-0.193341657714478,0.1274428588115309,0.3885195542345466,7.084317546344474e-07,711,646,0.0027737180122375
EXPR_LOW:GPRC5A,Pevonedistat,-1.3523305869140383,-0.2039934096359968,0.2569370782015964,0.8487339136389093,1.935634872388228e-07,703,638,0.0012664871960874
EXPR_LOW:CAPN8,Pevonedistat,-1.0753101500757245,-0.1979065395687257,0.2108566082491303,0.6620311979074289,4.490429768836665e-07,703,638,0.0020971285413774
EXPR_LOW:TMEM45B,Pevonedistat,-0.9464073618593593,-0.1848142406857474,0.1992442344769266,0.5558886622845829,2.514657619448811e-06,703,638,0.0056112339092214
EXPR_LOW:BTC,Pevonedistat,-0.9110342270142604,-0.1951244015017687,0.1812941153510784,0.5556977609261466,6.540172524110944e-07,703,638,0.0026267790305281
EXPR_LOW:CEACAM6,Pevonedistat,-0.9096059329806984,-0.1781209598773614,0.1989421522419832,0.5196793145864111,5.7976489642509025e-06,703,638,0.0088108719508026
EXPR_LOW:HRCT1,Pevonedistat,-0.8880586409034583,-0.1985439864891489,0.1735567071969402,0.5478874947974555,4.116635463189875e-07,703,638,0.0020016662574301
EXPR_LOW:IRS2,Rapamycin,-0.8562941244800862,-0.2201404304179942,0.1508114826941614,0.56070361839953,2.0784636577733112e-08,698,633,0.000337718474612
EXPR_LOW:STK32A,Rapamycin,-0.685590853817405,-0.1847276675166237,0.1449745706024345,0.4014406954366333,2.783134311444816e-06,698,633,0.0059456902683274
MUT_HOT:NRAS,Refametinib,-1.1953439615225174,-0.1721018957182128,0.2322300969556311,0.7401729714894802,3.270869062012147e-07,936,868,0.0017715535641711
EXPR_LOW:ZNF501,Refametinib,-0.5963327795231891,-0.1780918789876996,0.1312730297244373,0.3390376412632918,6.657517218890556e-06,695,630,0.00941329484675
EXPR_LOW:CHMP4C,Ribociclib,-0.5492267637882227,-0.1837087288738823,0.1162562934153209,0.3213644286941935,2.8414594745066028e-06,704,639,0.00596374935064
EXPR_LOW:SCNN1A,Ribociclib,-0.4905109579003101,-0.1797253233036156,0.1062084606434291,0.2823423750391889,4.677977835518043e-06,704,639,0.0078887156827443
EXPR_LOW:HNF1B,Ribociclib,-0.4892390682432933,-0.1786956554978145,0.1065637779309417,0.2803740634986474,5.312049635142276e-06,704,639,0.0084413360810061
EXPR_LOW:ITGB8,Ribociclib,-0.4728553251455724,-0.2000894884571938,0.0915969682138101,0.2933252674465045,3.260810209179002e-07,704,639,0.0017710250470252
EXPR_LOW:C1orf116,Ribociclib,-0.4556740432962416,-0.1767640403629346,0.1003729762813831,0.2589430097847306,6.729449284279318e-06,704,639,0.0094600761608439
EXPR_LOW:TMEM139,Ribociclib,-0.4503120511241575,-0.1980016234321481,0.0881880698238472,0.2774634342694169,4.341733189230318e-07,704,639,0.0020621136140067
MUT_HOT:BRAF,SB590885,-1.337883322371922,-0.247270311496942,0.1783566095402429,0.988304367673046,1.5705051559859708e-13,932,864,2.355535447095339e-08
EXPR_LOW:CCDC71L,SB590885,-1.1671256310186928,-0.1813817274827266,0.2525108784725262,0.6722043092125416,4.612983788745566e-06,693,628,0.0078377329087579
EXPR_LOW:BAIAP2L1,SB590885,-0.9910887284246106,-0.2108707273499009,0.1833324685086366,0.6317570901476829,9.167864493725928e-08,693,628,0.0007840196875306
EXPR_LOW:IL13RA1,SB590885,-0.913977201566804,-0.1800848199835199,0.1992138415358582,0.5235180721565218,5.406744182411413e-06,693,628,0.0085110593417901
EXPR_LOW:ZSCAN31,SB590885,-0.7209931359624542,-0.1994265228347965,0.1413695300414526,0.4439088570812071,4.5020821443411364e-07,693,628,0.0020971285413774
EXPR_LOW:STING1,SB590885,-0.6714160373326327,-0.1976422944623255,0.1328861067497115,0.410959268103198,5.723030416726348e-07,693,628,0.0024524958846197
EXPR_LOW:PPARGC1A,SN-38,-0.7269983616616439,-0.1854172620383377,0.1525373347796358,0.4280251854935576,2.328862370133012e-06,703,638,0.0054251530598366
EXPR_LOW:SLC16A1,Sapitinib,-2.065817684094195,-0.177218465491257,0.4517248296408025,1.180437017998222,5.760621834024668e-06,710,645,0.0087751192358833
EXPR_LOW:LIX1L,Sapitinib,-0.8543494127346292,-0.1779403243909232,0.1860349779939497,0.4897208558664877,5.2694964972857224e-06,710,645,0.0084148637038097
EXPR_LOW:ZEB1,Sapitinib,-0.8230379747143934,-0.2128027369722935,0.148798885758571,0.5313921586275941,4.625341345196371e-08,710,645,0.0005368193190669
EXPR_LOW:PRKG1,Sapitinib,-0.8039687644748104,-0.1896808335600434,0.1638623418577461,0.4827985744336279,1.1761534894974938e-06,710,645,0.0037312041482681
EXPR_LOW:ZFHX4,Sapitinib,-0.6882315583330999,-0.1846237437587283,0.1442568415638177,0.4054881488680171,2.2702684256866848e-06,710,645,0.005347648181588
EXPR_LOW:PDLIM3,Sapitinib,-0.6871003724835476,-0.1932298030142658,0.1373735700573722,0.417848175171098,7.335156454204069e-07,710,645,0.0028433807985905
MUT_HOT:NRAS,Selumetinib,-1.2664287324941297,-0.1942374629857581,0.2146298670148987,0.8457541931449282,5.150191861616542e-09,956,888,0.0001394712013173
EXPR_LOW:GFRA1,Selumetinib,-0.7583491289290744,-0.189035289465539,0.154991683945081,0.4545654283967155,1.2564295614410851e-06,711,646,0.0038701523882635
EXPR_LOW:ZNF501,Selumetinib,-0.622001931342214,-0.2004524667644852,0.1196075782766196,0.3875710779200396,2.673139411687078e-07,711,646,0.0015842340410753
EXPR_LOW:SIPA1L1,Sorafenib,-2.181393467479489,-0.2096260581198323,0.4025132536467504,1.392467490331858,8.481416355601403e-08,704,639,0.0007461168117873
EXPR_LOW:TUBB2A,Sorafenib,-1.5536537815763394,-0.2099879841366482,0.2861651547013926,0.99277007836161,8.048627009300269e-08,704,639,0.0007241648224869
EXPR_LOW:NEDD4L,Sorafenib,-1.4068183455364769,-0.2130440642679534,0.2552299595537683,0.9065676248110908,5.1527087590753084e-08,704,639,0.0005644485471233
EXPR_LOW:TRAF3IP2,Sorafenib,-1.1176517707802898,-0.1796344650481024,0.2421273484819334,0.6430821677557003,4.7308803662593e-06,704,639,0.0079253565457749
EXPR_LOW:NEDD4,Sorafenib,-0.9541824600052732,-0.1767521039779597,0.2101958872443938,0.5421985210062612,6.739238883253594e-06,704,639,0.0094600761608439
EXPR_LOW:HIVEP2,Sorafenib,-0.8493010017829041,-0.1832975764737808,0.1801911239076381,0.4961263989239334,2.993003263022781e-06,704,639,0.0061236155826799
EXPR_LOW:ELOVL7,Talazoparib,-0.8532050030334323,-0.1824482479650683,0.1821766358133565,0.4961387968392534,3.450600943239535e-06,702,637,0.006668024706386
EXPR_LOW:IL6R,Talazoparib,-0.8018514026691472,-0.1794790536519263,0.174140729156961,0.4605355735215036,4.9904280175108845e-06,702,637,0.0081631010028448
EXPR_LOW:STK32A,Tamoxifen,-0.6412403006899928,-0.2240797301738276,0.1103268475736321,0.4249996794456738,9.736289499846361e-09,704,639,0.0002133030679486
EXPR_LOW:CREBRF,Tanespimycin,-1.0499459766390564,-0.182299529790682,0.2252598280442333,0.6084367136723592,3.839363231066433e-06,697,632,0.0070382485820002
EXPR_LOW:ZNF610,Tanespimycin,-0.7643205049470859,-0.2140644512876196,0.1387352297074005,0.492399454720581,5.2514096533765846e-08,697,632,0.000568886208675
EXPR_LOW:NPTXR,Tanespimycin,-0.7522478863628751,-0.2047306842276931,0.1430611125625343,0.4718481057403078,1.9929731322127617e-07,697,632,0.0012890636932987
MUT_HOT:PIK3CA,Taselisib,-1.5462637600388047,-0.2621386300997117,0.1911312317009137,1.1716465459050138,1.9531327286495137e-15,955,887,4.231388271604978e-10
MUT_DAM:GNA13,Temsirolimus,-3.154602185536928,-0.2244873012648954,0.4716400026786178,2.2301877802868373,4.1017264947139225e-11,911,843,3.477222585659619e-06
EXPR_LOW:ERBB2,Temsirolimus,-2.5707483876302035,-0.1808346421252765,0.563336533112638,1.4666087827294332,6.076109026790636e-06,681,616,0.0090368379848823
EXPR_LOW:CHMP4C,Temsirolimus,-1.0137632089093451,-0.2029810053478942,0.1970400420458314,0.6275647264995157,3.601837415841533e-07,681,616,0.0018517995699565
EXPR_LOW:NAV2,Temsirolimus,-0.9203024097062922,-0.1948810696327815,0.18662202942391,0.5545232320354285,1.0515422922026271e-06,681,616,0.0034633682196171
EXPR_LOW:IRS2,Temsirolimus,-0.9175593098948656,-0.2151222980684959,0.1678299063172451,0.5886126935130651,6.64994357465615e-08,681,616,0.0006450829045254
EXPR_LOW:SPINT1,Temsirolimus,-0.8486373361548416,-0.2040888930957482,0.1640113737785294,0.5271750435489237,3.100166616748282e-07,681,616,0.0017369984114947
MUT_HOT:NRAS,Trametinib,-1.3630390380749202,-0.1712022659902216,0.2633766111890572,0.8468208801443681,2.8160088655327405e-07,955,887,0.0016150995290443
MUT_HOT:BRAF,Trametinib,-1.3088494934943815,-0.1504681697099541,0.2887422874258898,0.7429146101396374,6.6142557588500435e-06,955,887,0.0093786529165675
EXPR_LOW:GFRA1,Trametinib,-1.0632149128235124,-0.2173608881939301,0.187851144969093,0.69502666868409,2.2787816388819244e-08,711,646,0.0003519946786641
MUT_HOT:KRAS,Trametinib,-0.992629538906137,-0.152959024097584,0.215332423023561,0.5705779897799574,4.6229553067347925e-06,955,887,0.0078450062875164
EXPR_LOW:RIMS4,Trametinib,-0.9363215924643796,-0.1818257893692454,0.1992291685590317,0.5458324220886772,3.1855494779262378e-06,711,646,0.0063574568483646
EXPR_LOW:ZNF674,Trametinib,-0.9136035844835502,-0.1878304715772641,0.1879645994918337,0.5451929694795561,1.4714686929621995e-06,711,646,0.0041981018268514
EXPR_LOW:GFRA1,Ulixertinib,-0.6623216407213065,-0.1969509971216844,0.1300212940547746,0.4074799043739482,4.614252607814151e-07,708,643,0.0021169278971194
EXPR_LOW:ZNF501,Ulixertinib,-0.5204915420216256,-0.1999211454963154,0.1005986628710858,0.3233181627942975,3.066923237986791e-07,708,643,0.0017233244957344
MUT_HOT:PIK3CA,Uprosertib,-1.0161620263373183,-0.1838474494505913,0.1824219462187337,0.6586150117486003,3.370233619785392e-08,955,887,0.0004693811025425
MUT_DAM:PTEN,Uprosertib,-1.0041234215256345,-0.1926214954281226,0.1717554176492277,0.6674828029331481,7.062094198880434e-09,955,887,0.0001743010666137
EXPR_LOW:SKAP1,Uprosertib,-0.6561928628823269,-0.1826989456663023,0.1390412739964385,0.3836719658493074,2.902449004658394e-06,710,645,0.0060013165519268
EXPR_LOW:DUSP4,VE-822,-0.742725315317966,-0.1886232783570353,0.1589298495064711,0.4312228102852827,3.6729309490976624e-06,656,592,0.0068531478769816
EXPR_LOW:PCDHGA4,VE-822,-0.7276181064729935,-0.1838284759819727,0.1599060767063462,0.4142021961285548,6.5031097222415365e-06,656,592,0.0093243388247371
EXPR_LOW:ZNF805,VE-822,-0.7051104371308042,-0.2075212735315332,0.1366076019235829,0.4373595373605817,3.3478791828624373e-07,656,592,0.0017898304678891
EXPR_LOW:RORA,VE-822,-0.6373048686585606,-0.1980347861612737,0.1296454796129944,0.3831997286170914,1.146775302487213e-06,656,592,0.003659575831742
EXPR_LOW:ZNF610,VE-822,-0.635906332913825,-0.1846362193315992,0.139118090856947,0.3632348748342088,5.912452321765361e-06,656,592,0.0089218997682922
EXPR_LOW:KLHL36,Venetoclax,-3.070686784424597,-0.2041032247175719,0.5826335064759782,1.9287251117316797,1.864522345404193e-07,704,639,0.0012407766216473
EXPR_LOW:SNTB2,Venetoclax,-2.7820617552438516,-0.2305827088993934,0.4644361061081909,1.8717669872717972,3.499536012365197e-09,704,639,0.0001018425568579
EXPR_LOW:MRTFB,Venetoclax,-2.7288138940181597,-0.1966870880993397,0.5381214629086771,1.6740958267171524,5.191207133354265e-07,704,639,0.0023109489785587
EXPR_LOW:B9D1,Venetoclax,-2.3688226391020013,-0.1764211079673319,0.5228361144708534,1.3440638547391286,7.016182063859444e-06,704,639,0.0096318691171281
EXPR_LOW:IPP,Venetoclax,-2.266484676502863,-0.1807223455783289,0.4879551989793535,1.31009248650333,4.133386956721486e-06,704,639,0.0073580409441627
EXPR_LOW:TRIM32,Venetoclax,-2.2311184972389992,-0.2103410680293564,0.4102246883657511,1.427078108042127,7.647015049031198e-08,704,639,0.0007000127837953
EXPR_LOW:C11orf52,Vinblastine,-1.178803975463747,-0.2151954108992525,0.2357267122380199,0.716779619477228,7.845395265875058e-07,575,515,0.0029500934421172
EXPR_LOW:KLK7,Vinblastine,-1.1281246548499586,-0.2004364869417758,0.2429812552456021,0.6518813945685784,4.366843405108311e-06,575,515,0.0075617594500663
EXPR_LOW:PRSS22,Vinblastine,-1.106867759045404,-0.1956233475687268,0.2445109754929592,0.627626247079204,7.443078328204412e-06,575,515,0.0099333720958995
EXPR_LOW:UPK2,Vinblastine,-1.1002973438715289,-0.2035139475349123,0.2332528307985089,0.6431217955064512,3.084147526388356e-06,575,515,0.0062380914868386
EXPR_LOW:FAM110C,Vinblastine,-1.0858587639366148,-0.2224397297114457,0.2097191683276614,0.6748091940143985,3.227317977035873e-07,575,515,0.0017626544058017
EXPR_LOW:TMEM125,Vinblastine,-1.0485003681706242,-0.1972891805383451,0.2295835627904405,0.5985165851013607,6.197803580281083e-06,575,515,0.0091411320617922
EXPR_LOW:C11orf52,Vinorelbine,-1.076258280525353,-0.2036543309086748,0.2050004630976244,0.6744573728540095,2.0748977490544938e-07,702,637,0.0013308121149573
EXPR_LOW:CCDC148,Vinorelbine,-0.9838028357686412,-0.2112000266982185,0.1803996807368074,0.6302194615244986,7.074729810659179e-08,702,637,0.0006696321058495
EXPR_LOW:STK32A,Vinorelbine,-0.94687763934951,-0.1959224946557057,0.187776100662394,0.5788364820512177,5.995157723422861e-07,702,637,0.0025251327333425
EXPR_LOW:TTYH1,Vinorelbine,-0.8917384895119971,-0.2115893248859107,0.1632029521123373,0.5718607033718159,6.685391279246544e-08,702,637,0.0006453110337888
EXPR_LOW:LGALS4,Vinorelbine,-0.8761909421233055,-0.191879071398201,0.1775643226859406,0.5281648696588619,1.0270508526584626e-06,702,637,0.0034290414132313
EXPR_LOW:TTC39A,Vinorelbine,-0.8576798643467227,-0.1957297537594232,0.1702613872698651,0.5239675452977872,6.152569840856823e-07,702,637,0.0025688177980342
EXPR_LOW:SP100,Vorinostat,-0.6914536832746647,-0.1814601742298949,0.1482384251317365,0.4009063700164611,3.7699754359547953e-06,704,639,0.0069675435304565
EXPR_LOW:GBP3,Vorinostat,-0.5372695231087311,-0.2223041479932211,0.0932156311285258,0.3545668860968204,1.2805663903668989e-08,704,639,0.0002522089734343
EXPR_LOW:ERAP2,Vorinostat,-0.4916297059237102,-0.197100542684264,0.0967377013148184,0.302023811346666,4.908129347950078e-07,704,639,0.0022152660029404
EXPR_LOW:IFIT2,Vorinostat,-0.4365506634053288,-0.2240956021716246,0.075103930377535,0.2893469598653601,9.712368942512348e-09,704,639,0.0002133030679486
EXPR_LOW:DDX60,Vorinostat,-0.4300366058471959,-0.2092660931133573,0.0794936153130601,0.274229119833598,8.934116398630737e-08,704,639,0.0007707912876067
EXPR_LOW:APOL6,Vorinostat,-0.4276834994912857,-0.1919008102707741,0.0865262038921141,0.2580921398627421,9.849618387166002e-07,704,639,0.0033413995435266
EXPR_LOW:IL18,ZM447439,-0.7761883841404391,-0.1784379433869392,0.1706585898630284,0.4416975480089034,6.493053126555276e-06,694,629,0.0093243388247371
EXPR_LOW:SMIM6,ZM447439,-0.7436910225923822,-0.1798465150638464,0.1621905377772011,0.425797568549068,5.471354355449286e-06,694,629,0.0085642834008192
EXPR_LOW:C14orf28,ZM447439,-0.5695007554465408,-0.1867344692581976,0.1194641098403353,0.3353511001594834,2.323673707885619e-06,694,629,0.0054195408784864
